text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Sandfeuchte HandlingSchaden außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,10,8,-1,2,2,0,14,0,14,54,109,36,77,27,56
Bearbeitungsfehler Kernschale Verschleiß Lunker Teil Prüfbericht Schleifnacharbeit notwendig,1,1,16,82,71,50,0,1,10,1,5,1,31,73,23,57,18,41
Maßabweichung Sandbindermangel Lunkermm vs Sandbindermangel±Sandbindermangelmm,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Schmelzofen Holding Furnace TempAbweichung °C Wärmenachbehandlung eingeleitet,6,6,18,77,66,48,0,6,10,6,10,6,-1,40,-1,30,-1,21
Röntgenprüfung zeigt Sandausbruch in Zone Sandbindermangel Verdacht Formüberhitzung Gießparameter optimiert,9,9,15,52,44,29,4,1,4,1,4,1,-1,52,13,43,11,26
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Schleifnacharbeit notwendig,1,14,14,1,2,1,2,5,2,5,18,15,65,113,43,82,32,60
Schmelzofen Holding Furnace TempAbweichung °C Verdacht Legierungsdrift,6,6,18,-1,-1,-1,8,6,8,6,8,6,-1,40,-1,30,-1,21
Spektralanalyse zeigt TiMangel Charge,1,12,12,21,17,11,9,1,12,12,12,12,27,1,20,2,17,-1
Bearbeitungsfehler Kaltlauf Lunker Teil Normabweichung Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,17,63,14,48,12,33
Legierungsabweichung Ti HandlingSchaden vs Soll HandlingSchaden,4,13,13,59,51,36,3,9,3,9,3,18,4,114,4,83,3,61
Qualitätsabweichung Sandbindermangel Sandbindermangel Dickenmaß konform,7,7,7,55,47,32,7,9,7,9,17,9,-1,56,-1,37,-1,25
Spektralanalyse zeigt MgMangel Charge konform,1,12,12,29,26,15,4,3,12,11,12,11,26,2,19,3,16,1
Sandfeuchte Kaltlauf außerhalb Toleranz Wärmenachbehandlung eingeleitet,0,0,0,16,12,-1,2,2,0,14,0,14,-1,36,-1,31,-1,18
Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
Ausschuss Oberflächenfehler an Radträger Ursache Gießtemp zu niedrig °C °C Normabweichung,3,3,3,70,59,42,2,4,12,4,16,7,32,20,24,16,-1,8
Härteprüfung Lunker Sandbindermangel vs HandlingSchaden Verdacht Legierungsdrift Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,41,0,33,0,23
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Sandbindermangel,3,3,3,-1,-1,-1,9,5,9,5,9,5,15,96,12,73,10,50
Ausschuss Maßhaltigkeit an Radträger Ursache Sandbindermangel Nacharbeit gemäß,3,3,3,-1,-1,-1,9,5,12,5,12,5,-1,96,-1,73,-1,50
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht Schleifnacharbeit notwendig,6,6,18,77,66,48,2,6,14,6,0,6,38,40,26,30,20,21
Maßabweichung HandlingSchaden Sandausbruchmm vs Kaltlauf±Kernschale Verschleißmm Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Ausschuss Materialfehler an Radträger Ursache Gießtemp zu niedrig °C °C Prüfbericht,6,3,3,70,59,42,2,4,12,4,16,7,-1,20,-1,16,-1,8
Qualitätsabweichung Sandbindermangel Kernschale Verschleiß Porosität,7,7,7,49,41,28,9,9,2,9,2,18,-1,103,-1,79,-1,58
Röntgenprüfung zeigt Lunker in Zone Sandausbruch Verdacht Formüberhitzung,1,11,1,23,19,14,5,5,2,2,2,18,60,27,39,22,31,16
Sandfeuchte Sandbindermangel außerhalb Toleranz Verdacht Legierungsdrift,0,0,0,33,30,-1,7,5,7,2,17,2,37,6,28,5,22,-1
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Prüfbericht,1,10,10,17,13,10,2,3,10,3,10,17,-1,7,-1,6,-1,2
Maßabweichung HandlingSchaden Kernschale Verschleißmm vs HandlingSchaden±Lunkermm Verdacht Sandfeuchteabweichung Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Sandfeuchte HandlingSchaden außerhalb Toleranz Wärmenachbehandlung eingeleitet,0,0,0,10,8,-1,2,2,2,14,18,14,-1,109,-1,77,32,56
Röntgenprüfung zeigt Gasporosität in Zone Sandbindermangel teilkonform Gießparameter optimiert,9,9,15,47,40,27,2,6,0,6,16,6,-1,17,-1,15,-1,7
Sandfeuchte Sandbindermangel außerhalb Toleranz Normabweichung,0,0,0,33,30,-1,2,5,12,2,12,2,-1,6,-1,5,-1,-1
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Röntgenprüfung zeigt Sandausbruch in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,5,5,5,7,6,5,9,7,2,7,17,7,46,49,31,40,25,28
Sandfeuchte HandlingSchaden außerhalb Toleranz Chargenanalyse C Si Nacharbeit gemäß,4,4,4,73,63,47,6,5,6,2,15,2,1,46,1,32,1,22
Oberflächenrauheit Lunker außerhalb Spezifikation Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,97,2,50,2,36
Qualitätsabweichung Sandausbruch HandlingSchaden Porosität,7,7,7,-1,-1,-1,7,9,2,9,17,9,-1,55,-1,36,-1,24
Oberflächenrauheit Sandausbruch außerhalb Spezifikation nicht konform,0,10,17,15,11,9,4,6,12,12,12,16,-1,15,-1,13,-1,6
Kaltlauf an Radträger Charge Verdacht Formüberhitzung Kernreparatur läuft,8,8,8,63,53,40,0,6,11,6,11,16,33,94,25,69,19,51
Legierungsabweichung Mg HandlingSchaden vs Soll Kernschale Verschleiß Kernreparatur läuft,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandausbruch Prüfbericht,5,5,5,32,29,7,2,1,2,13,18,13,64,84,43,65,32,47
Spektralanalyse zeigt MgMangel Charge teilkonform,1,12,12,29,26,15,4,3,12,11,12,11,26,2,19,3,16,1
Bearbeitungsfehler Kernschale Verschleiß Lunker Teil nicht konform Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Kernreparatur läuft,0,10,17,15,11,9,4,6,12,12,16,16,32,15,24,13,-1,6
Kokillenriss an Radträger Charge,8,8,8,63,53,40,0,6,11,6,11,16,33,94,25,69,19,51
Spektralanalyse zeigt CuMangel Charge Kernreparatur läuft,1,12,12,20,16,13,5,2,10,9,10,18,53,104,35,80,29,59
Kernbruch ¦ Ursache Kernschale Verschleiß,3,3,17,88,76,55,5,1,10,1,5,1,-1,74,-1,58,-1,42
Gasporosität an Getriebegehäuse Charge Normabweichung Schleifnacharbeit notwendig,8,8,8,60,49,34,0,6,11,6,14,6,-1,39,-1,30,-1,21
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti,6,6,6,56,-1,-1,0,2,11,2,11,2,34,76,25,45,19,32
Spektralanalyse zeigt CuMangel ¦ Charge ¦ konform,1,12,12,22,18,11,9,3,12,3,12,3,-1,8,-1,8,-1,3
Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf Normabweichung,8,13,15,51,43,30,5,7,10,7,10,19,51,19,34,12,28,5
Spektralanalyse zeigt SiMangel Charge Normabweichung Nacharbeit gemäß,1,12,12,2,1,0,9,3,9,3,17,17,-1,10,-1,7,-1,2
Bearbeitungsfehler Lunker Sandbindermangel Teil,5,5,16,91,72,51,9,5,2,5,2,15,-1,101,-1,75,-1,54
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kaltlauf,1,1,1,9,7,6,5,7,10,7,5,19,-1,29,-1,19,-1,12
Spektralanalyse zeigt CuMangel Charge,1,12,12,22,18,11,9,3,12,3,12,3,28,8,21,8,17,3
Oberflächenrauheit Lunker außerhalb Spezifikation Schleifnacharbeit notwendig,1,1,1,11,9,8,2,6,0,6,0,6,54,37,36,29,27,20
Härteprüfung Sandausbruch Sandausbruch vs HandlingSchaden,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Spektralanalyse zeigt TiMangel Charge Verdacht Formüberhitzung Kernreparatur läuft,1,12,12,37,33,22,5,0,10,6,10,6,-1,80,-1,54,-1,39
Qualitätsabweichung Kaltlauf Sandbindermangel Raueit Ra,5,5,5,45,39,25,9,4,9,0,17,0,-1,85,-1,67,-1,44
Schmelzofen Schmelzofen TempAbweichung °C Schleifnacharbeit notwendig,6,6,6,71,60,43,5,0,10,0,10,0,52,91,35,68,29,44
Röntgenprüfung zeigt Lunker in Zone Sandbindermangel,1,11,1,23,19,14,5,5,2,2,2,18,60,27,39,22,31,16
Maßabweichung HandlingSchaden Sandausbruchmm vs Kernschale Verschleiß±Kaltlaufmm Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Kernbruch Ursache Sandbindermangel Verdacht Sandfeuchteabweichung Kernreparatur läuft,5,5,16,-1,72,51,5,5,5,5,19,15,58,-1,40,76,33,55
Spektralanalyse zeigt TiMangel Charge Nacharbeit gemäß,1,12,12,37,33,22,5,5,2,2,2,2,62,44,-1,32,32,22
Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel Normabweichung Wärmenachbehandlung eingeleitet,8,13,15,51,43,30,5,7,5,7,10,19,51,18,34,12,28,5
Ausschuss Oberflächenfehler an Radträger Ursache Gießtemp zu niedrig °C °C Normabweichung,3,3,3,70,59,42,2,4,12,4,16,7,32,20,24,16,-1,8
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Kernreparatur läuft,1,14,14,1,2,1,2,5,2,5,18,15,-1,113,-1,82,32,60
Ausschuss Maßhaltigkeit an Radträger Ursache Gießtemp zu niedrig °C °C Verdacht Sandfeuchteabweichung Kernreparatur läuft,6,3,3,70,59,42,4,4,12,4,12,7,-1,20,-1,16,-1,8
Härteprüfung Sandbindermangel Kaltlauf vs HandlingSchaden,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Dichtheitsprüfung Fehler Lunker mbarmin vs max HandlingSchaden,1,1,1,13,5,4,5,2,2,14,2,14,61,108,39,77,31,56
Formdruckabweichung Kaltlauf vs Kernschale Verschleiß Form Gießparameter optimiert,9,9,9,34,31,20,4,3,12,3,4,3,-1,26,-1,21,-1,15
Kaltlauf an Getriebegehäuse Charge,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Röntgenprüfung zeigt Kokillenriss in Zone Sandausbruch teilkonform,8,13,15,51,43,30,5,7,10,7,10,19,51,18,34,12,28,5
Härteprüfung Sandbindermangel Sandausbruch vs Sandausbruch Prüfbericht Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,78,0,-1,0,38
Legierungsabweichung Ti Kernschale Verschleiß vs Soll Kernschale Verschleiß Verdacht Sandfeuchteabweichung Schleifnacharbeit notwendig,4,13,13,59,51,36,3,9,3,9,3,18,4,114,4,83,3,61
Sandausbruch an Zylinderkopf Charge Wärmenachbehandlung eingeleitet,8,8,8,62,52,38,0,5,14,5,14,5,-1,99,27,66,21,48
Gasporosität an Radträger Charge Nacharbeit gemäß,8,8,8,61,49,34,0,3,14,5,14,5,25,45,18,-1,15,-1
Sandfeuchte Kaltlauf außerhalb Toleranz Gießparameter optimiert,9,9,0,0,0,-1,4,7,4,7,4,7,16,61,-1,46,-1,31
Kaltlauf an Getriebegehäuse Charge Prüfbericht,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Formdruckabweichung Kernschale Verschleiß vs Sandausbruch Form Schleifnacharbeit notwendig,5,11,11,39,35,12,5,5,5,13,19,13,58,105,40,81,33,49
Maßabweichung HandlingSchaden Kaltlaufmm vs Kernschale Verschleiß±HandlingSchadenmm,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Spektralanalyse zeigt MgMangel Charge Verdacht Sandfeuchteabweichung Gießparameter optimiert,9,9,8,48,-1,-1,4,2,4,14,4,14,16,68,-1,45,-1,32
Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch teilkonform,5,5,5,7,6,5,9,7,2,7,17,7,-1,49,31,40,25,28
Spektralanalyse zeigt TiMangel Charge Verdacht Legierungsdrift,1,12,12,37,33,22,5,0,5,6,19,6,40,80,-1,54,-1,39
Spektralanalyse zeigt TiMangel ¦ Charge ¦ Chargenanalyse C Si,1,12,12,36,32,21,0,2,14,14,14,14,35,42,27,34,21,18
Formdruckabweichung Kernschale Verschleiß vs Sandbindermangel Form,5,11,11,38,34,12,7,5,7,13,7,13,-1,120,-1,85,-1,49
Qualitätsabweichung Kernschale Verschleiß Sandbindermangel Dickenmaß,7,7,7,55,47,32,7,9,7,9,7,9,-1,56,-1,37,-1,25
Formdruckabweichung HandlingSchaden vs Lunker Form nicht konform Schleifnacharbeit notwendig,1,11,11,25,21,16,5,9,5,9,19,18,40,107,-1,74,-1,53
Härteprüfung Sandbindermangel HandlingSchaden vs Kaltlauf Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Kernbruch Ursache HandlingSchaden,3,3,3,92,78,57,9,4,2,4,17,4,43,28,30,23,24,11
Schmelzofen Schmelzofen TempAbweichung °C Kernreparatur läuft,6,6,6,71,60,43,5,0,2,0,2,0,-1,91,-1,68,32,44
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß konform,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Ausschuss Funktionstest an Getriebegehäuse Ursache Sandausbruch Nacharbeit gemäß,3,3,17,89,77,56,9,4,12,4,12,4,29,24,22,18,-1,10
Röntgenprüfung zeigt Kokillenriss in Zone Kernschale Verschleiß nicht konform,8,13,15,51,43,30,5,7,10,7,10,19,51,19,34,12,28,5
Sandfeuchte Lunker außerhalb Toleranz Kernreparatur läuft,0,0,0,27,23,18,2,9,0,9,0,9,50,35,33,28,26,19
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Gießparameter optimiert,9,9,15,52,44,29,4,1,4,1,4,1,-1,52,13,43,11,26
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Wärmenachbehandlung eingeleitet,0,10,17,15,11,9,2,5,12,13,16,13,30,75,-1,59,-1,-1
Maßabweichung HandlingSchaden HandlingSchadenmm vs Kaltlauf±Lunkermm Chargenanalyse C Si Gießparameter optimiert,8,8,8,66,55,39,0,2,11,2,11,2,-1,48,-1,38,-1,-1
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch Wärmenachbehandlung eingeleitet,5,5,5,32,29,7,5,1,2,13,2,13,-1,84,-1,65,-1,47
Röntgenprüfung zeigt Lunker in Zone Sandausbruch konform,1,11,1,23,19,14,5,5,2,2,2,18,-1,27,-1,22,-1,16
Formdruckabweichung Kernschale Verschleiß vs Kernschale Verschleiß Form Verdacht Sandfeuchteabweichung,5,11,11,-1,-1,12,5,5,5,13,19,13,59,105,41,81,34,49
Bearbeitungsfehler HandlingSchaden Lunker Teil,7,14,14,76,64,45,5,0,5,10,19,10,-1,81,-1,61,-1,40
Ausschuss Funktionstest an Radträger Ursache Lunker Schleifnacharbeit notwendig,3,3,3,87,75,54,0,5,14,5,0,5,-1,96,-1,73,-1,50
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Gießtemp zu niedrig °C °C Prüfbericht,6,6,6,50,42,-1,9,1,12,13,12,17,27,9,20,9,17,-1
Sandfeuchte Sandbindermangel außerhalb Toleranz Verdacht Sandfeuchteabweichung Kernreparatur läuft,0,0,0,33,30,-1,9,5,12,2,12,2,24,6,17,5,14,-1
Formdruckabweichung Kaltlauf vs HandlingSchaden Form Normabweichung Schleifnacharbeit notwendig,1,11,11,25,21,16,5,9,5,9,19,18,40,107,-1,74,-1,53
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation,1,10,10,17,13,10,5,3,10,3,10,17,-1,7,-1,6,-1,2
Härteprüfung Sandausbruch HandlingSchaden vs Kaltlauf Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Schmelzofen Holding Furnace TempAbweichung °C Chargenanalyse Mg Ti,6,6,6,56,-1,-1,0,2,11,2,11,2,-1,76,-1,45,-1,32
Spektralanalyse zeigt TiMangel Charge Schleifnacharbeit notwendig,1,12,12,36,32,21,0,6,11,6,11,6,-1,40,-1,30,-1,21
Schmelzofen Holding Furnace TempAbweichung °C Wärmenachbehandlung eingeleitet,6,6,18,77,66,48,0,6,10,6,10,6,-1,40,-1,30,-1,21
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Schmelzofen Holding Furnace TempAbweichung °C Chargenanalyse Mg Ti Kernreparatur läuft,6,6,6,56,-1,-1,0,2,11,2,11,2,-1,76,-1,45,-1,32
Kaltlauf an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,-1,89,-1,66,-1,48
Ausschuss Funktionstest an Getriebegehäuse Ursache HandlingSchaden,3,3,14,-1,78,57,9,4,2,4,2,4,-1,33,-1,24,-1,11
Maßabweichung Lunker Sandausbruchmm vs HandlingSchaden±HandlingSchadenmm Verdacht Legierungsdrift,2,2,2,4,4,3,1,0,1,10,1,10,0,41,0,33,0,23
Ausschuss Materialfehler an Radträger Ursache Sandfeuchte zu hoch ≥ Prüfbericht Kernreparatur läuft,3,3,3,87,75,54,0,5,14,5,14,5,-1,96,-1,73,-1,50
Röntgenprüfung zeigt Lunker in Zone Kernschale Verschleiß Schleifnacharbeit notwendig,1,11,1,23,19,14,5,5,2,2,10,18,-1,27,-1,22,-1,16
Härteprüfung HandlingSchaden HandlingSchaden vs Lunker Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Spektralanalyse zeigt TiMangel ¦ Charge Verdacht Formüberhitzung,1,12,12,37,33,22,5,0,2,6,2,6,-1,80,-1,54,-1,39
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Formdruckabweichung Sandausbruch vs Kernschale Verschleiß Form,5,11,11,39,35,12,5,5,2,13,2,13,-1,105,39,81,31,49
Formdruckabweichung Sandbindermangel vs Sandausbruch Form Verdacht Legierungsdrift,5,11,11,38,34,12,7,5,7,13,7,13,13,119,10,84,8,49
Bearbeitungsfehler Kaltlauf HandlingSchaden Teil Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Kernbruch Ursache HandlingSchaden Normabweichung Nacharbeit gemäß,3,14,14,-1,78,57,5,4,2,4,2,4,60,34,39,24,31,11
Bearbeitungsfehler Kernschale Verschleiß HandlingSchaden Teil Wärmenachbehandlung eingeleitet,7,14,14,76,64,45,8,0,5,10,8,10,-1,81,-1,61,-1,40
Maßabweichung HandlingSchaden Sandausbruchmm vs Kernschale Verschleiß±HandlingSchadenmm konform,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker Chargenanalyse C Si,4,4,4,73,63,47,6,4,6,0,15,0,1,-1,1,-1,1,-1
Oberflächenrauheit Sandausbruch außerhalb Spezifikation,0,10,17,15,11,9,4,6,12,12,4,16,19,15,13,13,11,6
Röntgenprüfung zeigt Lunker in Zone Sandbindermangel nicht konform,1,11,1,23,19,14,5,5,2,2,2,18,60,27,39,22,31,16
Spektralanalyse zeigt CuMangel Charge,1,12,12,22,18,11,9,3,12,3,12,3,28,8,21,8,17,3
Bearbeitungsfehler HandlingSchaden Sandausbruch Teil Chargenanalyse Mg Ti Gießparameter optimiert,8,8,8,66,55,39,6,2,11,2,15,2,1,48,1,38,1,-1
Schmelzofen Holding Furnace TempAbweichung °C Schleifnacharbeit notwendig,6,6,18,77,66,48,0,6,14,6,0,6,-1,40,26,30,20,21
Röntgenprüfung zeigt Sandausbruch in Zone Sandbindermangel Wärmenachbehandlung eingeleitet,5,5,5,7,6,5,9,7,9,7,17,7,45,49,31,40,25,28
Formdruckabweichung Lunker vs HandlingSchaden Form Kernreparatur läuft,1,11,11,25,21,16,5,9,5,9,19,18,58,107,40,74,33,53
Spektralanalyse zeigt SiMangel Charge,1,12,12,3,1,0,9,3,9,3,9,17,10,11,9,7,7,2
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation ¦ Normabweichung,1,14,14,1,2,1,5,5,2,5,2,15,-1,113,-1,82,32,60
Schmelzofen Holding Furnace TempAbweichung °C Kernreparatur läuft,6,6,18,77,66,48,2,6,0,6,0,6,38,40,26,30,20,21
Qualitätsabweichung Sandausbruch HandlingSchaden Porosität Chargenanalyse C Si Gießparameter optimiert,8,8,8,66,55,39,0,2,14,2,14,2,-1,48,-1,38,-1,-1
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Verdacht Sandfeuchteabweichung,0,10,17,15,11,9,2,5,0,13,18,13,-1,75,-1,59,-1,-1
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker,1,1,1,13,5,4,5,2,2,14,2,14,60,108,39,77,31,56
Bearbeitungsfehler Sandbindermangel Sandausbruch Teil konform,5,5,16,-1,-1,-1,2,5,0,5,18,15,50,101,33,75,26,54
Spektralanalyse zeigt TiMangel Charge Verdacht Formüberhitzung,1,12,12,37,33,22,5,0,5,6,19,6,58,80,40,54,33,39
Maßabweichung Kernschale Verschleiß HandlingSchadenmm vs Kernschale Verschleiß±Sandbindermangelmm Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Kaltlauf an Radträger Charge Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Härteprüfung Lunker HandlingSchaden vs Sandausbruch Prüfbericht Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Spektralanalyse zeigt TiMangel Charge Nacharbeit gemäß,1,12,12,37,33,22,5,5,2,2,2,2,62,44,-1,32,32,22
Härteprüfung Sandbindermangel Lunker vs Kaltlauf Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Kernbruch Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,3,3,17,-1,-1,-1,5,1,5,1,5,1,-1,74,-1,58,-1,42
Maßabweichung Lunker Kernschale Verschleißmm vs Kernschale Verschleiß±Lunkermm Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,125,0,39,0,27
Röntgenprüfung zeigt Kaltlauf in Zone Kaltlauf Chargenanalyse C Si Schleifnacharbeit notwendig,4,4,4,-1,-1,-1,6,5,6,2,15,2,1,46,1,32,1,22
Spektralanalyse zeigt SiMangel Charge,1,12,12,3,1,0,9,3,9,3,9,17,10,11,9,7,7,2
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Qualitätsabweichung HandlingSchaden Lunker Porosität,7,7,7,54,46,31,7,9,7,9,19,9,48,55,32,36,-1,24
Sandausbruch an Zylinderkopf Charge teilkonform,8,8,8,62,52,38,0,5,14,5,14,5,35,100,27,66,21,48
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C teilkonform,6,6,6,50,42,-1,4,1,12,13,12,17,26,9,19,9,16,-1
Maßabweichung Kaltlauf Lunkermm vs HandlingSchaden±Kernschale Verschleißmm Verdacht Sandfeuchteabweichung Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,14,64,11,49,9,34
Maßabweichung Sandausbruch Lunkermm vs Kernschale Verschleiß±Lunkermm Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Lunker an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,36,89,27,66,21,48
Sandfeuchte Lunker außerhalb Toleranz Wärmenachbehandlung eingeleitet,0,0,0,27,23,18,2,9,0,9,0,9,50,35,33,28,26,19
Formdruckabweichung Sandbindermangel vs Sandbindermangel Form Gießparameter optimiert,9,9,9,34,31,20,4,3,12,3,12,3,12,26,-1,21,-1,15
Maßabweichung Sandbindermangel Lunkermm vs Sandausbruch±Kernschale Verschleißmm Normabweichung Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Röntgenprüfung zeigt Lunker in Zone Lunker nicht konform Kernreparatur läuft,1,11,1,23,19,14,5,5,5,2,19,18,58,27,40,22,33,16
Sandausbruch an Zylinderkopf ¦ Charge ¦ Prüfbericht Nacharbeit gemäß,8,8,8,62,52,38,0,5,14,5,14,5,35,100,27,66,21,48
Formdruckabweichung Kaltlauf vs Kaltlauf Form,1,11,11,-1,-1,-1,8,5,8,13,8,13,-1,-1,-1,-1,-1,49
Härteprüfung Sandbindermangel HandlingSchaden vs Kaltlauf Prüfbericht Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,78,0,-1,0,38
Bearbeitungsfehler Lunker Lunker Teil,1,1,16,82,71,50,5,1,10,1,10,1,51,73,34,57,28,41
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Legierungsabweichung Si Verdacht Legierungsdrift,3,3,17,28,24,-1,8,5,8,5,8,5,-1,90,-1,71,-1,50
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,17,63,14,48,12,33
Bearbeitungsfehler Sandausbruch HandlingSchaden Teil,7,14,14,74,65,45,7,5,7,5,17,5,-1,69,-1,52,-1,-1
Bearbeitungsfehler Kaltlauf HandlingSchaden Teil,7,14,14,76,64,45,5,0,5,10,19,10,59,81,41,61,34,40
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Maßabweichung Kernschale Verschleiß Kaltlaufmm vs Sandbindermangel±HandlingSchadenmm Verdacht Legierungsdrift,2,2,2,4,4,3,1,0,1,10,1,10,0,41,0,33,0,23
Legierungsabweichung Si Lunker vs Soll Sandausbruch teilkonform,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Prüfbericht,5,5,16,-1,72,51,5,5,2,5,2,15,61,101,39,75,31,54
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Härteprüfung HandlingSchaden Lunker vs Sandausbruch Prüfbericht Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Gasporosität an Getriebegehäuse Charge,8,8,8,60,49,34,0,6,11,6,14,6,25,39,18,30,15,21
