text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Formdruckabweichung Sandbindermangel vs Kernschale Verschleiß ¦ Form Verdacht Sandfeuchteabweichung,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Bearbeitungsfehler HandlingSchaden Sandbindermangel Teil Normabweichung,7,8,18,-1,-1,-1,7,7,7,13,7,13,12,21,7,11,2,9
Sandfeuchte Kaltlauf außerhalb Toleranz Prüfbericht,7,11,11,15,11,11,1,8,8,11,1,11,12,3,7,3,2,4
Maßabweichung Kaltlauf Sandausbruchmm vs Sandbindermangel±Sandbindermangelmm,8,12,12,10,7,7,9,5,0,5,18,15,1,25,1,17,1,15
Spektralanalyse zeigt TiMangel Charge Normabweichung Kernreparatur läuft,9,9,9,-1,-1,-1,2,9,2,9,5,17,11,13,6,6,2,6
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch Normabweichung Schleifnacharbeit notwendig,1,13,13,3,1,1,9,3,12,3,12,3,1,2,1,2,1,2
Qualitätsabweichung Sandbindermangel Kaltlauf Porosität konform,0,14,0,-1,-1,-1,7,7,7,7,7,7,-1,18,-1,15,2,13
Spektralanalyse zeigt SiMangel Charge Normabweichung Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Spektralanalyse zeigt CuMangel Charge Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Qualitätsabweichung HandlingSchaden HandlingSchaden Dickenmaß konform Kernreparatur läuft,0,14,0,-1,-1,-1,7,7,7,7,7,7,-1,18,-1,15,-1,13
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Prüfbericht,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Schmelzofen Holding Furnace TempAbweichung °C Verdacht Sandfeuchteabweichung,5,5,5,1,2,2,5,2,8,2,8,2,10,1,5,1,2,1
Kernbruch Ursache HandlingSchaden,2,10,17,13,8,8,3,4,3,4,3,18,2,6,3,8,4,3
Kernbruch Ursache HandlingSchaden Chargenanalyse Mg Ti,3,3,17,-1,-1,-1,8,4,8,4,8,18,14,6,9,8,2,3
Bearbeitungsfehler Sandausbruch Kaltlauf Teil,7,8,18,2,1,1,7,7,1,13,19,13,12,21,7,11,2,9
Lunker an Radträger Charge Normabweichung,0,2,15,-1,-1,-1,5,1,11,1,11,1,14,15,9,7,2,7
Spektralanalyse zeigt TiMangel Charge Verdacht Legierungsdrift Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,2,9,2,9,2,9,11,10,6,6,2,6
Formdruckabweichung Sandausbruch vs Kaltlauf ¦ Form ¦ konform,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Spektralanalyse zeigt CuMangel Charge Prüfbericht,9,9,9,12,8,8,6,9,6,9,6,17,-1,12,-1,6,-1,6
Legierungsabweichung Ti Sandausbruch vs Soll Kaltlauf Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,6,3,3,-1,-1,-1,4,5,4,14,4,14,-1,16,-1,13,-1,11
Maßabweichung Kaltlauf Lunkermm vs Lunker±Kaltlaufmm Wärmenachbehandlung eingeleitet,8,12,8,-1,-1,-1,4,5,9,5,9,5,1,22,1,17,1,15
Bearbeitungsfehler Sandbindermangel Sandausbruch Teil Wärmenachbehandlung eingeleitet,7,8,8,-1,-1,-1,1,7,11,13,11,13,14,21,9,11,2,9
Maßabweichung Lunker HandlingSchadenmm vs Sandbindermangel±Kernschale Verschleißmm Verdacht Legierungsdrift Schleifnacharbeit notwendig,6,12,6,-1,-1,-1,0,5,0,5,0,5,1,23,1,17,1,15
Maßabweichung Sandausbruch Lunkermm vs Sandausbruch±Kernschale Verschleißmm,8,12,12,10,7,7,0,5,0,5,16,15,-1,24,-1,17,-1,15
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Dichtheitsprüfung Fehler Lunker mbarmin vs max HandlingSchaden Prüfbericht Kernreparatur läuft,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandausbruch Chargenanalyse Mg Ti,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Sandfeuchte HandlingSchaden außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Dichtheitsprüfung Fehler Lunker mbarmin vs max Lunker teilkonform Kernreparatur läuft,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Härteprüfung Sandausbruch Sandausbruch vs Kernschale Verschleiß Nacharbeit gemäß,8,14,14,10,7,7,0,5,10,8,10,5,-1,19,-1,16,-1,14
Qualitätsabweichung Kernschale Verschleiß Lunker Dickenmaß Prüfbericht Kernreparatur läuft,0,14,0,-1,-1,-1,7,7,7,7,7,7,-1,18,-1,15,2,13
Qualitätsabweichung Lunker Kernschale Verschleiß Raueit Ra,0,2,2,8,-1,-1,7,7,1,7,19,7,-1,17,-1,14,2,12
Legierungsabweichung Cu Lunker vs Soll Kaltlauf Normabweichung Kernreparatur läuft,6,6,19,-1,-1,-1,9,5,12,14,12,14,1,16,1,13,1,11
Qualitätsabweichung Sandbindermangel Lunker Raueit Ra,0,2,2,8,-1,-1,7,7,7,7,7,7,12,17,7,14,2,12
Lunker an Getriebegehäuse Charge Nacharbeit gemäß,2,2,15,-1,-1,-1,1,1,8,1,1,1,12,15,7,7,2,7
Qualitätsabweichung Sandbindermangel Kaltlauf Porosität,0,14,0,-1,-1,-1,1,7,7,7,7,7,12,18,7,15,2,13
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,4,3,1,2,1,2,1,2
Gasporosität an Radträger Charge Verdacht Formüberhitzung Wärmenachbehandlung eingeleitet,0,2,15,-1,-1,-1,5,1,5,1,15,1,-1,15,5,7,2,7
Ausschuss Materialfehler an Radträger Ursache Sandfeuchte zu hoch ≥ Prüfbericht Nacharbeit gemäß,2,10,10,-1,-1,-1,8,4,13,4,13,4,-1,7,-1,9,-1,3
Maßabweichung Sandausbruch Lunkermm vs Sandausbruch±HandlingSchadenmm,8,12,12,10,7,7,9,5,0,5,18,15,1,25,1,17,1,15
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Prüfbericht Nacharbeit gemäß,7,7,7,-1,-1,-1,8,6,8,6,8,6,14,9,9,10,2,8
Ausschuss Materialfehler an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Verdacht Formüberhitzung,2,10,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C Chargenanalyse C Si,3,10,10,-1,-1,-1,5,4,5,4,15,4,-1,7,-1,9,-1,3
Gasporosität an Radträger Charge Normabweichung,4,2,15,0,0,0,5,1,5,1,15,1,-1,15,5,7,2,7
Sandausbruch an Radträger Charge,2,2,15,-1,-1,-1,8,1,8,1,8,1,14,15,9,7,2,7
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Härteprüfung Kaltlauf Kaltlauf vs Kernschale Verschleiß Verdacht Legierungsdrift,6,14,6,-1,-1,-1,0,5,10,5,10,5,1,-1,1,17,1,15
Kokillenriss an Zylinderkopf Charge konform,4,4,15,0,0,0,1,1,11,1,11,19,-1,8,-1,7,2,7
Maßabweichung Lunker Sandausbruchmm vs Sandbindermangel±Kaltlaufmm Chargenanalyse C Si,3,1,1,10,7,7,4,5,4,5,4,5,1,-1,1,-1,1,-1
Maßabweichung HandlingSchaden Sandausbruchmm vs Kernschale Verschleiß±Sandausbruchmm Chargenanalyse C Si,3,1,1,-1,-1,-1,9,5,12,5,12,5,1,-1,1,-1,1,-1
Kernbruch Ursache Kernschale Verschleiß Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,3,3,3,-1,-1,-1,8,4,8,4,8,18,10,7,5,9,2,3
Röntgenprüfung zeigt Lunker in Zone Kaltlauf konform Gießparameter optimiert,4,4,4,4,3,3,2,9,2,10,17,10,-1,5,-1,5,-1,5
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kaltlauf,1,13,13,3,1,1,9,3,9,3,9,3,1,2,1,2,1,2
Härteprüfung HandlingSchaden Sandausbruch vs Lunker Chargenanalyse C Si,3,1,1,-1,-1,-1,9,8,12,8,12,8,1,19,1,16,1,14
Sandausbruch an Radträger Charge teilkonform Gießparameter optimiert,0,2,15,-1,-1,-1,5,1,11,1,11,1,14,15,9,7,2,7
Härteprüfung HandlingSchaden Lunker vs Kaltlauf Chargenanalyse C Si Schleifnacharbeit notwendig,3,1,1,-1,-1,-1,9,8,12,8,12,8,1,19,1,16,1,14
Spektralanalyse zeigt MgMangel Charge Verdacht Formüberhitzung,9,9,9,12,8,8,2,9,2,9,2,9,11,13,6,6,2,6
Legierungsabweichung Ti Sandausbruch vs Soll HandlingSchaden konform,6,6,19,-1,-1,-1,9,5,0,14,0,14,1,16,1,13,1,11
Kokillenriss an Radträger Charge konform,0,2,15,-1,-1,-1,1,1,7,1,1,19,12,15,7,7,2,7
Legierungsabweichung Ti Kernschale Verschleiß vs Soll HandlingSchaden Chargenanalyse Mg Ti,6,6,19,-1,-1,-1,4,5,9,14,12,14,1,16,1,13,1,11
Formdruckabweichung Sandausbruch vs Kaltlauf Form Normabweichung Gießparameter optimiert,0,0,16,5,4,4,9,0,12,0,12,0,1,11,1,12,1,10
Legierungsabweichung Si Kernschale Verschleiß vs Soll Kaltlauf Gießparameter optimiert,6,6,19,9,6,6,9,5,9,14,12,14,1,16,1,13,1,11
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Normabweichung Gießparameter optimiert,7,7,7,-1,-1,-1,5,6,11,6,11,6,14,9,9,10,2,8
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kernschale Verschleiß Prüfbericht Nacharbeit gemäß,1,13,13,3,1,1,9,3,12,3,12,3,1,2,1,2,1,2
Formdruckabweichung Sandausbruch vs HandlingSchaden Form Normabweichung Wärmenachbehandlung eingeleitet,0,0,16,-1,-1,-1,9,5,12,5,12,5,1,22,1,17,1,15
Kernbruch Ursache Sandbindermangel teilkonform Gießparameter optimiert,2,2,17,-1,-1,-1,7,4,1,4,1,18,-1,6,-1,8,2,3
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch Kernreparatur läuft,1,13,13,3,1,1,9,3,9,3,12,3,1,2,1,2,1,2
Maßabweichung HandlingSchaden Kaltlaufmm vs Kernschale Verschleiß±HandlingSchadenmm,8,12,12,10,7,7,0,5,0,5,18,15,1,24,1,17,1,15
Sandfeuchte Kaltlauf außerhalb Toleranz,7,11,11,15,11,11,7,8,1,11,1,11,12,3,7,3,2,4
Bearbeitungsfehler HandlingSchaden Sandausbruch Teil Chargenanalyse Mg Ti Gießparameter optimiert,3,3,18,-1,-1,-1,2,7,2,13,17,13,-1,21,-1,11,2,9
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht Gießparameter optimiert,5,5,5,1,2,2,5,2,5,12,5,12,-1,0,-1,0,2,0
Schmelzofen Holding Furnace TempAbweichung °C konform,5,5,5,1,2,2,5,2,8,2,8,2,14,1,9,1,2,1
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Verdacht Formüberhitzung,7,7,7,-1,-1,-1,8,6,13,6,14,6,5,9,2,10,3,8
Härteprüfung Kernschale Verschleiß Kaltlauf vs Sandausbruch,8,14,14,6,5,5,0,8,10,8,16,8,-1,19,-1,16,-1,14
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Kernreparatur läuft,7,7,7,14,10,10,8,6,8,6,8,6,-1,9,2,10,3,8
Kaltlauf an Getriebegehäuse Charge Prüfbericht,4,10,15,-1,-1,-1,5,1,8,1,8,1,14,14,9,7,2,7
Maßabweichung Lunker Lunkermm vs Kaltlauf±HandlingSchadenmm Prüfbericht Wärmenachbehandlung eingeleitet,8,12,12,-1,-1,-1,4,5,9,5,12,5,1,-1,1,17,1,15
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht,5,5,5,1,2,2,5,2,5,12,15,12,-1,0,-1,0,2,0
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Raueit Ra,0,2,2,8,-1,-1,7,7,1,7,19,7,-1,17,-1,14,-1,12
Formversatz an Getriebegehäuse Charge Kernreparatur läuft,0,0,15,-1,-1,-1,1,1,8,1,1,1,12,14,7,7,2,7
Kernbruch Ursache Sandbindermangel Normabweichung,2,2,17,11,9,9,3,4,13,4,13,16,-1,7,-1,9,-1,3
Formdruckabweichung Sandausbruch vs Kernschale Verschleiß Form,0,0,16,5,4,4,0,0,10,0,16,0,-1,11,-1,12,-1,10
Legierungsabweichung Mg Kaltlauf vs Soll Kernschale Verschleiß Gießparameter optimiert,6,6,19,-1,-1,-1,9,5,9,14,9,14,1,16,1,13,1,11
Kernbruch Ursache Kernschale Verschleiß Nacharbeit gemäß,2,2,17,-1,-1,-1,3,4,3,4,3,4,2,7,3,9,4,3
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max HandlingSchaden,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Bearbeitungsfehler Kaltlauf Lunker Teil Verdacht Formüberhitzung,7,8,6,-1,-1,-1,7,7,1,13,1,13,12,21,7,11,2,9
Ausschuss Funktionstest an Getriebegehäuse Ursache Kaltlauf,2,10,10,-1,-1,-1,3,4,13,4,13,4,-1,7,2,9,3,3
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Gießparameter optimiert,4,4,4,4,3,3,2,9,2,10,17,10,13,5,8,5,2,5
Formdruckabweichung Sandbindermangel vs Sandbindermangel Form Wärmenachbehandlung eingeleitet,0,0,8,5,4,4,9,5,12,5,12,5,1,22,1,17,1,15
Legierungsabweichung Si Kernschale Verschleiß vs Soll Kaltlauf,6,6,19,9,6,6,9,5,0,14,0,14,1,16,1,13,1,11
Qualitätsabweichung Sandbindermangel Kaltlauf Raueit Ra Verdacht Sandfeuchteabweichung,0,2,2,8,-1,-1,7,7,1,7,1,7,12,17,7,14,2,12
Spektralanalyse zeigt SiMangel Charge Gießparameter optimiert,9,9,9,-1,-1,-1,6,9,6,9,6,17,0,13,0,6,0,6
Härteprüfung Kaltlauf HandlingSchaden vs HandlingSchaden ¦ Prüfbericht,8,14,14,-1,-1,-1,7,8,12,8,10,8,1,19,1,16,1,14
Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß,4,4,4,4,3,3,5,9,11,10,11,10,14,5,9,5,2,5
Formversatz an Getriebegehäuse Charge teilkonform Nacharbeit gemäß,0,0,15,-1,-1,-1,1,1,8,1,1,1,12,14,7,7,2,7
Sandfeuchte Sandausbruch außerhalb Toleranz Normabweichung,7,11,11,15,11,11,7,8,1,11,1,11,12,3,7,3,2,4
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Härteprüfung Sandausbruch Kernschale Verschleiß vs Lunker,8,14,14,6,5,5,0,8,10,8,16,8,-1,19,-1,16,-1,14
Formdruckabweichung Kaltlauf vs Kernschale Verschleiß ¦ Form,0,0,16,5,4,4,0,0,10,0,16,0,1,11,1,12,1,10
Legierungsabweichung Si Sandausbruch vs Soll Kernschale Verschleiß teilkonform Schleifnacharbeit notwendig,6,6,19,9,6,6,9,5,12,14,0,14,1,16,1,13,1,11
Legierungsabweichung Mg Sandbindermangel vs Soll Lunker Verdacht Legierungsdrift Nacharbeit gemäß,6,6,6,-1,-1,-1,9,5,12,14,12,14,1,16,1,13,1,11
Bearbeitungsfehler Sandausbruch Sandbindermangel Teil Chargenanalyse C Si,3,1,1,-1,-1,-1,2,7,11,13,17,13,-1,21,-1,11,-1,9
Maßabweichung Sandausbruch Lunkermm vs HandlingSchaden±Sandbindermangelmm,8,12,12,10,7,7,9,5,0,5,18,15,-1,25,-1,17,-1,15
Oberflächenrauheit Lunker außerhalb Spezifikation Chargenanalyse Mg Ti,3,3,7,-1,-1,-1,2,7,2,13,2,13,-1,20,-1,11,2,9
Formdruckabweichung Kernschale Verschleiß vs Lunker Form Normabweichung Nacharbeit gemäß,0,0,16,-1,-1,-1,0,0,10,0,10,0,1,11,1,12,1,10
Härteprüfung Kernschale Verschleiß Sandausbruch vs HandlingSchaden Prüfbericht Kernreparatur läuft,8,14,14,-1,-1,-1,0,8,10,8,10,8,-1,19,-1,16,-1,14
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Wärmenachbehandlung eingeleitet,7,11,8,-1,-1,-1,1,8,1,11,1,11,12,3,7,3,2,4
Härteprüfung Sandbindermangel Sandausbruch vs HandlingSchaden Chargenanalyse Mg Ti,8,3,14,-1,-1,-1,4,8,9,8,9,8,1,19,1,16,1,14
Bearbeitungsfehler Sandausbruch Kaltlauf Teil,7,8,18,2,1,1,7,7,1,13,19,13,12,21,7,11,2,9
Legierungsabweichung Ti HandlingSchaden vs Soll Sandausbruch konform,6,6,19,-1,-1,-1,9,5,0,14,0,14,1,16,1,13,1,11
Bearbeitungsfehler HandlingSchaden Lunker Teil,7,8,18,2,1,1,7,7,7,13,7,13,12,21,7,11,2,9
Sandfeuchte Kaltlauf außerhalb Toleranz Gießparameter optimiert,7,11,11,15,11,11,1,8,7,11,7,11,-1,3,-1,3,2,4
Sandausbruch an Getriebegehäuse Charge Prüfbericht Schleifnacharbeit notwendig,2,10,15,-1,-1,-1,8,1,8,1,8,1,14,-1,9,7,2,7
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,7,7,7,14,10,10,5,6,8,6,8,6,14,9,9,10,2,8
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Spektralanalyse zeigt SiMangel Charge Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Maßabweichung Lunker Kaltlaufmm vs Sandausbruch±Sandausbruchmm,8,12,12,10,7,7,9,5,0,5,18,15,1,25,1,17,1,15
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kaltlauf Prüfbericht Nacharbeit gemäß,1,13,13,3,1,1,4,3,12,3,12,3,1,2,1,2,1,2
Ausschuss Funktionstest an Radträger Ursache Sandausbruch Wärmenachbehandlung eingeleitet,2,10,10,-1,-1,-1,8,4,13,4,14,4,-1,7,-1,9,-1,3
Spektralanalyse zeigt CuMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,12,0,6,0,6
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Gießparameter optimiert,5,5,5,1,2,2,2,2,2,12,5,12,-1,0,-1,0,2,0
Spektralanalyse zeigt SiMangel Charge Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz konform,7,11,11,-1,-1,-1,7,8,1,11,19,11,-1,3,-1,3,2,4
Formdruckabweichung Lunker vs Sandbindermangel Form Normabweichung,0,0,16,5,4,4,9,0,0,0,0,0,1,11,1,12,1,10
Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch Prüfbericht Wärmenachbehandlung eingeleitet,4,4,4,4,3,3,2,9,5,10,5,10,13,5,8,5,2,5
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Raueit Ra Kernreparatur läuft,0,2,2,8,-1,-1,7,7,1,7,19,7,-1,17,-1,14,-1,12
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Prüfbericht Kernreparatur läuft,7,7,7,14,10,10,8,6,8,6,8,6,-1,9,-1,10,-1,8
Kernbruch Ursache Kernschale Verschleiß konform,2,2,17,11,9,9,3,4,3,4,3,16,-1,4,-1,4,-1,3
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Normabweichung Schleifnacharbeit notwendig,7,11,11,15,11,11,7,8,1,11,19,11,12,3,7,3,2,4
Röntgenprüfung zeigt Gasporosität in Zone Sandausbruch,4,4,4,4,3,3,2,9,5,10,5,10,13,5,8,5,2,5
Legierungsabweichung Si Sandausbruch vs Soll HandlingSchaden Prüfbericht,6,6,19,-1,-1,-1,9,5,12,14,12,14,1,16,1,13,1,11
Schmelzofen Holding Furnace TempAbweichung °C Gießparameter optimiert,5,5,5,1,2,2,2,2,5,12,5,12,13,0,8,0,2,0
Qualitätsabweichung Kaltlauf Kernschale Verschleiß Raueit Ra Normabweichung Gießparameter optimiert,0,2,2,-1,-1,-1,1,7,7,7,1,7,12,17,7,14,2,12
Oberflächenrauheit Lunker außerhalb Spezifikation,7,7,7,14,10,10,5,6,8,6,8,6,14,9,9,10,2,8
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Verdacht Formüberhitzung Nacharbeit gemäß,7,7,7,-1,-1,-1,8,6,13,6,13,6,5,9,2,10,3,8
Spektralanalyse zeigt TiMangel Charge Verdacht Legierungsdrift Nacharbeit gemäß,9,9,6,12,8,8,5,9,5,9,5,9,13,-1,8,6,2,6
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Schmelzofen Schmelzofen TempAbweichung °C,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Härteprüfung Sandbindermangel Lunker vs Kernschale Verschleiß Normabweichung,8,14,14,-1,-1,-1,0,8,0,8,18,8,1,19,1,16,1,14
Schmelzofen Holding Furnace TempAbweichung °C Kernreparatur läuft,5,5,5,1,2,2,5,2,8,2,8,2,10,1,5,1,2,1
Legierungsabweichung Mg Kaltlauf vs Soll Sandausbruch,6,6,19,-1,-1,-1,9,5,9,14,9,14,1,16,1,13,1,11
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Chargenanalyse Mg Ti,3,3,7,-1,-1,-1,2,7,5,13,5,13,13,20,8,11,2,9
Qualitätsabweichung Lunker Kaltlauf Raueit Ra Prüfbericht,0,2,2,8,-1,-1,1,7,7,7,1,7,12,17,7,14,2,12
Maßabweichung Sandbindermangel Kernschale Verschleißmm vs HandlingSchaden±Kernschale Verschleißmm,8,12,12,10,7,7,0,5,0,5,18,15,1,24,1,17,1,15
Bearbeitungsfehler Lunker Lunker Teil,7,8,18,-1,-1,-1,1,7,7,13,7,13,-1,21,-1,11,2,9
Schmelzofen Holding Furnace TempAbweichung °C Normabweichung Wärmenachbehandlung eingeleitet,5,5,5,1,2,2,5,2,5,2,15,2,-1,1,-1,1,2,1
Ausschuss Funktionstest an Getriebegehäuse Ursache Sandausbruch,2,10,10,-1,-1,-1,3,4,13,4,13,4,4,7,2,9,3,3
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Nacharbeit gemäß,7,11,11,-1,-1,-1,7,8,1,11,19,11,-1,3,-1,3,-1,4
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Normabweichung Gießparameter optimiert,7,11,11,-1,-1,-1,1,8,7,11,7,11,12,3,7,3,2,4
Ausschuss Oberflächenfehler an Radträger Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,2,10,10,-1,-1,-1,3,4,13,4,13,4,-1,7,-1,9,-1,3
Kernbruch Ursache HandlingSchaden Verdacht Formüberhitzung Schleifnacharbeit notwendig,2,10,17,-1,-1,-1,3,4,3,4,3,16,-1,7,-1,9,-1,3
Spektralanalyse zeigt MgMangel Charge,9,9,9,12,8,8,6,9,6,9,6,9,0,13,0,6,0,6
Formdruckabweichung Kaltlauf vs Sandausbruch Form,0,0,16,5,4,4,0,0,10,0,16,0,1,11,1,12,1,10
Schmelzofen Holding Furnace TempAbweichung °C Normabweichung,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Härteprüfung HandlingSchaden Kernschale Verschleiß vs Lunker nicht konform,8,14,14,-1,-1,-1,0,8,10,8,16,8,1,19,1,16,1,14
Formdruckabweichung Kernschale Verschleiß vs Kernschale Verschleiß Form Verdacht Sandfeuchteabweichung,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Schmelzofen Schmelzofen TempAbweichung °C Gießparameter optimiert,5,5,5,1,2,2,2,2,2,12,5,12,13,0,8,0,2,0
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Formdruckabweichung Sandausbruch vs Sandausbruch Form Kernreparatur läuft,0,0,16,-1,-1,-1,0,0,10,0,10,0,1,11,1,12,1,10
Röntgenprüfung zeigt Lunker in Zone Lunker teilkonform Wärmenachbehandlung eingeleitet,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,-1,5
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Maßabweichung Lunker Sandausbruchmm vs Kernschale Verschleiß±Kernschale Verschleißmm Normabweichung Schleifnacharbeit notwendig,8,12,12,10,7,7,0,5,10,5,16,15,1,24,1,17,1,15
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,7,7,7,14,10,10,5,6,8,6,8,6,14,9,9,10,2,8
Härteprüfung Sandbindermangel Lunker vs Kaltlauf Schleifnacharbeit notwendig,8,14,14,-1,-1,-1,9,5,0,8,0,8,1,19,1,16,1,14
Kaltlauf an Radträger Charge Wärmenachbehandlung eingeleitet,2,2,8,-1,-1,-1,5,1,5,1,15,1,9,15,5,7,2,7
Maßabweichung HandlingSchaden Kaltlaufmm vs Kernschale Verschleiß±HandlingSchadenmm Prüfbericht,8,12,12,-1,-1,-1,9,5,12,5,0,15,1,24,1,17,1,15
Sandfeuchte Sandbindermangel außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Härteprüfung Lunker Sandbindermangel vs Lunker Schleifnacharbeit notwendig,8,14,14,-1,-1,-1,9,5,0,8,0,8,1,19,1,16,1,14
Bearbeitungsfehler Lunker Kernschale Verschleiß Teil,7,8,18,2,1,1,7,7,1,13,19,13,12,21,7,11,2,9
Formdruckabweichung Kaltlauf vs Kaltlauf ¦ Form ¦ Chargenanalyse Mg Ti Nacharbeit gemäß,0,0,16,-1,-1,-1,9,0,12,0,12,0,1,11,1,12,1,10
Spektralanalyse zeigt TiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Legierungsabweichung Cu HandlingSchaden vs Soll HandlingSchaden konform,6,6,19,-1,-1,-1,9,5,0,14,0,14,1,16,1,13,1,11
Ausschuss Funktionstest an Getriebegehäuse Ursache Lunker,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Schmelzofen Holding Furnace TempAbweichung °C ¦ Normabweichung,5,5,5,1,2,2,5,2,11,2,11,2,14,1,9,1,2,1
