text,kmeans_3_direct,kmeans_5_direct,kmeans_7_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_3_pca,kmeans_3_umap,kmeans_5_pca,kmeans_5_umap,kmeans_7_pca,kmeans_7_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Sandausbruch an Zylinderkopf Charge Wärmenachbehandlung eingeleitet,1,1,1,3,4,3,1,1,1,3,1,3,-1,14,-1,6,-1,6
Gasporosität an Radträger Charge Nacharbeit gemäß,1,1,1,2,3,2,1,1,1,3,1,3,-1,10,-1,11,2,-1
Sandfeuchte Kaltlauf außerhalb Toleranz Gießparameter optimiert,0,4,4,37,21,13,0,1,0,3,2,3,33,36,-1,15,-1,12
Kaltlauf an Getriebegehäuse Charge Prüfbericht,1,1,1,1,2,2,1,1,1,3,1,3,14,27,5,24,2,22
Formdruckabweichung Kernschale Verschleiß vs Sandausbruch Form Schleifnacharbeit notwendig,0,3,3,40,29,18,0,0,4,1,4,5,-1,86,-1,65,-1,50
Maßabweichung HandlingSchaden Kaltlaufmm vs Kernschale Verschleiß±HandlingSchadenmm,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,106,-1,79,-1,59
Spektralanalyse zeigt MgMangel Charge Verdacht Sandfeuchteabweichung Gießparameter optimiert,1,1,1,4,5,6,1,1,1,3,1,3,4,0,-1,0,2,0
Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch teilkonform,2,2,2,35,27,17,2,1,2,3,2,1,-1,72,-1,57,-1,44
Spektralanalyse zeigt TiMangel Charge Verdacht Legierungsdrift,1,1,1,5,-1,5,1,1,1,3,1,3,4,-1,-1,-1,2,4
Spektralanalyse zeigt TiMangel ¦ Charge ¦ Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,78,1,35,1,28
Formdruckabweichung Kernschale Verschleiß vs Sandbindermangel Form,0,3,3,40,29,18,0,0,4,1,4,5,-1,86,-1,65,-1,50
Qualitätsabweichung Kernschale Verschleiß Sandbindermangel Dickenmaß,0,0,0,53,39,25,0,0,0,0,0,0,43,61,22,50,15,39
Formdruckabweichung HandlingSchaden vs Lunker Form nicht konform Schleifnacharbeit notwendig,0,3,3,-1,-1,18,0,0,4,1,4,5,-1,99,-1,72,-1,55
Härteprüfung Sandbindermangel HandlingSchaden vs Kaltlauf Nacharbeit gemäß,0,3,3,51,37,23,0,0,4,1,4,5,-1,105,-1,78,-1,47
Kernbruch Ursache HandlingSchaden,0,0,0,50,36,22,0,2,4,2,0,2,27,21,13,18,9,15
Schmelzofen Schmelzofen TempAbweichung °C Kernreparatur läuft,2,2,6,0,0,0,2,2,3,4,3,4,17,8,6,8,5,8
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß konform,2,2,2,22,17,10,2,1,3,3,6,1,23,44,-1,38,-1,32
Ausschuss Funktionstest an Getriebegehäuse Ursache Sandausbruch Nacharbeit gemäß,2,0,0,-1,-1,-1,2,0,2,0,2,0,38,87,18,49,12,38
Röntgenprüfung zeigt Kokillenriss in Zone Kernschale Verschleiß nicht konform,2,2,2,-1,-1,-1,2,1,2,3,6,1,-1,62,-1,51,-1,40
Sandfeuchte Lunker außerhalb Toleranz Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,46,-1,40,-1,29
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Gießparameter optimiert,2,4,2,-1,21,13,2,1,2,3,2,1,-1,63,-1,52,-1,42
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,3,1,3,1,-1,7,4,7,4,7
Maßabweichung HandlingSchaden HandlingSchadenmm vs Kaltlauf±Lunkermm Chargenanalyse C Si Gießparameter optimiert,1,1,5,-1,-1,4,1,0,1,0,5,6,2,-1,1,35,1,28
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch Wärmenachbehandlung eingeleitet,2,4,4,27,-1,-1,2,0,2,0,2,6,32,33,16,27,11,-1
Röntgenprüfung zeigt Lunker in Zone Sandausbruch konform,2,2,2,35,27,17,2,1,2,3,6,1,41,72,21,57,13,44
Formdruckabweichung Kernschale Verschleiß vs Kernschale Verschleiß Form Verdacht Sandfeuchteabweichung,0,3,3,-1,-1,18,0,0,4,1,4,5,-1,86,-1,65,-1,50
Bearbeitungsfehler HandlingSchaden Lunker Teil,0,0,0,-1,-1,-1,2,0,2,0,2,0,38,59,18,46,12,36
Ausschuss Funktionstest an Radträger Ursache Lunker Schleifnacharbeit notwendig,0,0,0,-1,-1,-1,2,0,2,0,2,0,-1,87,-1,49,-1,38
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Gießtemp zu niedrig °C °C Prüfbericht,2,2,6,11,7,7,2,0,3,0,3,3,-1,18,-1,17,-1,14
Sandfeuchte Sandbindermangel außerhalb Toleranz Verdacht Sandfeuchteabweichung Kernreparatur läuft,0,0,0,-1,43,28,0,0,0,1,0,5,36,55,-1,45,-1,34
Formdruckabweichung Kaltlauf vs HandlingSchaden Form Normabweichung Schleifnacharbeit notwendig,0,3,3,-1,-1,-1,0,0,4,1,4,5,76,-1,44,-1,28,-1
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation,2,0,6,43,32,19,2,0,2,0,6,0,41,56,21,-1,13,-1
Härteprüfung Sandausbruch HandlingSchaden vs Kaltlauf Normabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,67,-1,-1,-1,-1
Schmelzofen Holding Furnace TempAbweichung °C Chargenanalyse Mg Ti,1,1,5,10,6,4,1,0,1,0,1,6,0,31,0,25,0,20
Spektralanalyse zeigt TiMangel Charge Schleifnacharbeit notwendig,1,1,1,14,10,5,1,1,1,3,1,3,-1,29,-1,13,2,4
Schmelzofen Holding Furnace TempAbweichung °C Wärmenachbehandlung eingeleitet,2,2,2,-1,1,1,2,0,3,0,3,6,11,32,2,26,3,20
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Schmelzofen Holding Furnace TempAbweichung °C Chargenanalyse Mg Ti Kernreparatur läuft,1,1,5,-1,-1,-1,1,0,1,0,1,6,0,31,0,25,0,20
Kaltlauf an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,-1,16,-1,14,2,11
Ausschuss Funktionstest an Getriebegehäuse Ursache HandlingSchaden,0,0,0,19,15,-1,0,0,2,0,2,0,-1,87,-1,49,-1,38
Maßabweichung Lunker Sandausbruchmm vs HandlingSchaden±HandlingSchadenmm Verdacht Legierungsdrift,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,106,-1,79,28,59
Ausschuss Materialfehler an Radträger Ursache Sandfeuchte zu hoch ≥ Prüfbericht Kernreparatur läuft,0,0,0,16,12,8,0,0,0,0,0,3,-1,17,-1,16,-1,13
Röntgenprüfung zeigt Lunker in Zone Kernschale Verschleiß Schleifnacharbeit notwendig,2,2,2,25,20,12,2,1,2,3,6,1,26,52,12,44,8,33
Härteprüfung HandlingSchaden HandlingSchaden vs Lunker Kernreparatur läuft,0,3,3,51,37,23,0,0,4,1,4,5,-1,109,-1,81,28,47
Spektralanalyse zeigt TiMangel ¦ Charge Verdacht Formüberhitzung,1,1,1,-1,-1,5,1,1,2,3,1,3,-1,29,-1,13,-1,4
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,2,0,6,44,32,19,2,2,2,2,6,2,25,5,12,5,8,5
Formdruckabweichung Sandausbruch vs Kernschale Verschleiß Form,0,3,3,40,29,18,0,0,4,1,4,5,-1,86,-1,65,-1,50
Formdruckabweichung Sandbindermangel vs Sandausbruch Form Verdacht Legierungsdrift,0,3,3,39,28,18,0,0,4,1,4,5,-1,77,-1,61,-1,46
Bearbeitungsfehler Kaltlauf HandlingSchaden Teil Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Kernbruch Ursache HandlingSchaden Normabweichung Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,1,0,0,58,91,-1,70,24,52
Bearbeitungsfehler Kernschale Verschleiß HandlingSchaden Teil Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,2,1,6,1,13,7,4,7,4,7
Maßabweichung HandlingSchaden Sandausbruchmm vs Kernschale Verschleiß±HandlingSchadenmm konform,0,3,3,51,37,23,0,0,4,1,4,5,62,107,35,80,28,60
Schmelzofen Holding Furnace TempAbweichung °C,2,2,2,9,1,1,2,2,3,4,3,4,15,3,7,3,6,2
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker Chargenanalyse C Si,1,1,5,-1,-1,4,1,0,1,0,5,6,2,34,1,30,1,25
Oberflächenrauheit Sandausbruch außerhalb Spezifikation,2,0,6,57,41,27,2,0,2,0,6,0,29,74,14,59,-1,37
Röntgenprüfung zeigt Lunker in Zone Sandbindermangel nicht konform,2,2,2,35,27,17,2,1,2,3,2,1,38,72,18,57,12,44
Spektralanalyse zeigt CuMangel Charge,1,1,1,13,9,5,1,1,1,3,1,1,21,11,10,10,2,10
Bearbeitungsfehler HandlingSchaden Sandausbruch Teil Chargenanalyse Mg Ti Gießparameter optimiert,1,1,5,17,13,4,1,0,1,0,5,6,2,-1,1,-1,1,-1
Schmelzofen Holding Furnace TempAbweichung °C Schleifnacharbeit notwendig,2,2,2,8,1,1,2,0,3,0,3,6,17,32,6,26,5,20
Röntgenprüfung zeigt Sandausbruch in Zone Sandbindermangel Wärmenachbehandlung eingeleitet,2,2,2,35,27,17,2,1,2,3,6,1,-1,73,4,58,4,45
Formdruckabweichung Lunker vs HandlingSchaden Form Kernreparatur läuft,0,3,3,-1,-1,18,0,0,4,1,4,5,74,99,43,72,28,55
Spektralanalyse zeigt SiMangel Charge,1,1,1,15,11,5,1,1,1,3,1,1,22,12,11,10,2,10
Kernbruch Ursache Kernschale Verschleiß,0,0,0,49,35,21,0,2,0,2,0,2,50,24,27,22,21,16
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation ¦ Normabweichung,0,0,0,-1,-1,-1,0,0,0,1,2,0,52,101,29,76,20,53
Schmelzofen Holding Furnace TempAbweichung °C Kernreparatur läuft,2,2,2,-1,1,1,2,0,3,0,3,6,17,28,6,-1,5,20
Qualitätsabweichung Sandausbruch HandlingSchaden Porosität Chargenanalyse C Si Gießparameter optimiert,1,1,5,-1,-1,4,1,0,1,0,5,6,2,-1,1,35,1,28
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Verdacht Sandfeuchteabweichung,2,0,0,57,41,27,0,0,2,0,2,0,-1,74,-1,59,-1,37
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker,0,4,4,30,23,14,0,1,0,1,2,1,39,19,19,19,14,17
Bearbeitungsfehler Sandbindermangel Sandausbruch Teil konform,0,0,0,-1,40,26,0,0,0,0,0,0,-1,-1,-1,36,-1,30
Spektralanalyse zeigt TiMangel Charge Verdacht Formüberhitzung,1,1,1,14,10,5,1,1,1,3,1,3,-1,29,-1,13,2,4
Maßabweichung Kernschale Verschleiß HandlingSchadenmm vs Kernschale Verschleiß±Sandbindermangelmm Schleifnacharbeit notwendig,0,3,3,-1,-1,-1,0,0,4,1,4,5,74,106,43,79,28,59
Kaltlauf an Radträger Charge Chargenanalyse C Si,1,1,5,-1,-1,4,1,0,1,0,5,6,2,78,1,35,1,28
Härteprüfung Lunker HandlingSchaden vs Sandausbruch Prüfbericht Schleifnacharbeit notwendig,0,3,3,51,37,23,0,0,4,1,4,5,45,109,24,81,17,47
Spektralanalyse zeigt TiMangel Charge Nacharbeit gemäß,1,1,1,-1,-1,5,1,1,1,3,1,3,22,4,11,4,2,3
Härteprüfung Sandbindermangel Lunker vs Kaltlauf Schleifnacharbeit notwendig,0,3,3,51,37,23,0,0,4,1,4,5,45,114,24,83,17,47
Kernbruch Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,2,0,6,-1,-1,-1,2,1,2,1,6,1,-1,7,-1,7,-1,7
Maßabweichung Lunker Kernschale Verschleißmm vs Kernschale Verschleiß±Lunkermm Prüfbericht,0,3,3,-1,-1,-1,0,0,4,1,4,5,70,106,42,79,28,59
Röntgenprüfung zeigt Kaltlauf in Zone Kaltlauf Chargenanalyse C Si Schleifnacharbeit notwendig,1,1,5,-1,-1,-1,1,0,1,0,1,6,-1,-1,-1,35,2,28
Spektralanalyse zeigt SiMangel Charge,1,1,1,15,11,5,1,1,1,3,1,1,22,12,11,10,2,10
Kernbruch Ursache Kernschale Verschleiß,0,0,0,49,35,21,0,2,0,2,0,2,50,24,27,22,21,16
Qualitätsabweichung HandlingSchaden Lunker Porosität,0,0,0,-1,-1,-1,0,0,0,0,2,0,39,97,19,73,14,56
Sandausbruch an Zylinderkopf Charge teilkonform,1,1,1,1,2,2,1,1,1,3,1,3,6,16,-1,14,2,11
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C teilkonform,2,2,6,11,7,7,2,0,3,0,3,3,-1,18,-1,17,-1,14
Maßabweichung Kaltlauf Lunkermm vs HandlingSchaden±Kernschale Verschleißmm Verdacht Sandfeuchteabweichung Gießparameter optimiert,0,4,4,-1,21,13,0,1,4,3,0,3,43,39,22,33,15,19
Maßabweichung Sandausbruch Lunkermm vs Kernschale Verschleiß±Lunkermm Nacharbeit gemäß,0,3,3,51,37,23,0,0,4,1,4,5,46,110,24,66,17,51
Lunker an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,14,16,5,14,2,11
Sandfeuchte Lunker außerhalb Toleranz Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,2,1,6,1,13,7,4,7,4,7
Formdruckabweichung Sandbindermangel vs Sandbindermangel Form Gießparameter optimiert,0,4,4,-1,-1,-1,0,1,4,3,4,3,-1,20,-1,20,28,18
Maßabweichung Sandbindermangel Lunkermm vs Sandausbruch±Kernschale Verschleißmm Normabweichung Kernreparatur läuft,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,102,-1,77,-1,58
Röntgenprüfung zeigt Lunker in Zone Lunker nicht konform Kernreparatur läuft,2,2,2,25,20,12,2,1,2,3,2,1,-1,52,-1,44,-1,33
Sandausbruch an Zylinderkopf ¦ Charge ¦ Prüfbericht Nacharbeit gemäß,1,1,1,1,2,2,1,1,1,3,1,3,8,16,3,14,2,11
Formdruckabweichung Kaltlauf vs Kaltlauf Form,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,93,-1,71,-1,54
Härteprüfung Sandbindermangel HandlingSchaden vs Kaltlauf Prüfbericht Wärmenachbehandlung eingeleitet,2,3,6,33,25,-1,0,0,2,1,2,5,-1,66,-1,53,-1,43
Bearbeitungsfehler Lunker Lunker Teil,0,0,0,24,19,11,2,0,2,0,2,0,-1,35,-1,31,-1,26
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Legierungsabweichung Si Verdacht Legierungsdrift,0,0,0,-1,-1,-1,0,0,0,0,0,0,31,92,15,49,10,38
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Gießparameter optimiert,2,4,4,-1,21,13,2,1,2,3,2,3,-1,-1,-1,15,-1,12
Bearbeitungsfehler Sandausbruch HandlingSchaden Teil,0,0,0,55,40,26,0,0,0,0,2,0,51,60,28,46,20,36
Bearbeitungsfehler Kaltlauf HandlingSchaden Teil,0,0,0,26,-1,-1,2,0,2,0,2,0,38,59,18,46,12,36
Schmelzofen Schmelzofen TempAbweichung °C,2,2,6,6,0,0,2,2,3,4,3,4,19,9,8,9,7,9
Maßabweichung Kernschale Verschleiß Kaltlaufmm vs Sandbindermangel±HandlingSchadenmm Verdacht Legierungsdrift,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,102,-1,77,-1,58
Legierungsabweichung Si Lunker vs Soll Sandausbruch teilkonform,0,3,3,-1,-1,-1,0,0,4,1,4,5,70,89,42,68,28,35
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Prüfbericht,0,0,0,54,40,26,0,0,0,0,0,0,-1,65,-1,36,-1,30
Kernbruch Ursache Kernschale Verschleiß,0,0,0,49,35,21,0,2,0,2,0,2,50,24,27,22,21,16
Härteprüfung HandlingSchaden Lunker vs Sandausbruch Prüfbericht Nacharbeit gemäß,0,3,3,51,37,23,0,0,4,1,4,5,70,109,42,81,28,47
Gasporosität an Getriebegehäuse Charge,1,1,1,2,3,2,2,1,2,3,1,3,-1,10,-1,11,-1,-1
Formdruckabweichung Sandausbruch vs Lunker Form Verdacht Sandfeuchteabweichung Gießparameter optimiert,0,4,4,-1,21,13,0,1,4,3,4,3,74,20,43,20,28,18
Röntgenprüfung zeigt Kokillenriss in Zone Kernschale Verschleiß,2,2,2,-1,-1,-1,2,1,2,3,6,1,24,62,12,51,8,40
Härteprüfung Sandbindermangel Sandbindermangel vs Sandbindermangel Kernreparatur läuft,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,114,-1,83,28,47
Sandfeuchte HandlingSchaden außerhalb Toleranz,0,0,0,42,31,-1,0,0,0,1,0,5,56,54,33,-1,26,-1
Qualitätsabweichung Lunker Kernschale Verschleiß ¦ Raueit Ra ¦ konform,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,104,-1,74,24,57
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Normabweichung,0,0,0,-1,-1,-1,0,0,0,1,2,0,-1,101,-1,76,-1,53
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Kaltlauf±Lunkermm ¦ Normabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,102,-1,77,28,58
Sandfeuchte Sandausbruch außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,62,43,28,0,0,0,1,0,5,61,55,-1,45,24,34
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf Chargenanalyse C Si Schleifnacharbeit notwendig,1,1,5,17,13,4,1,0,1,0,5,6,2,34,1,30,1,25
Schmelzofen Holding Furnace TempAbweichung °C,2,2,2,9,1,1,2,2,3,4,3,4,15,3,7,3,6,2
Kernbruch ¦ Ursache Sandbindermangel ¦ Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Qualitätsabweichung Lunker Kaltlauf Porosität Chargenanalyse Mg Ti,1,1,5,-1,-1,4,1,0,1,0,5,6,2,-1,1,-1,1,-1
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kernschale Verschleiß,0,4,4,31,24,15,0,1,0,1,0,1,53,41,30,29,22,24
Bearbeitungsfehler Kernschale Verschleiß Kernschale Verschleiß Teil Schleifnacharbeit notwendig,0,0,0,24,19,11,0,0,0,0,2,0,-1,35,-1,31,-1,26
Legierungsabweichung Mg HandlingSchaden vs Soll Sandausbruch,0,3,3,46,33,-1,0,0,4,1,4,5,-1,68,-1,54,-1,35
Legierungsabweichung Ti Sandbindermangel vs Soll Kernschale Verschleiß,0,3,3,48,34,20,0,0,4,1,4,5,54,90,31,69,23,35
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation,2,0,6,43,32,19,2,0,2,0,6,0,41,56,21,-1,13,-1
Härteprüfung Kaltlauf Lunker vs Sandausbruch Prüfbericht,0,3,3,-1,-1,-1,0,0,4,1,4,5,66,113,39,82,28,47
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Prüfbericht Kernreparatur läuft,0,0,0,59,-1,-1,0,0,0,0,0,0,-1,46,-1,40,-1,29
Qualitätsabweichung Kaltlauf Kernschale Verschleiß Porosität,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,97,-1,73,-1,56
Spektralanalyse zeigt SiMangel Charge Prüfbericht,1,1,1,15,11,5,1,1,1,3,1,3,-1,13,-1,12,2,4
Sandfeuchte Sandausbruch außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,62,43,28,0,0,0,1,0,5,61,55,-1,45,24,34
Gasporosität an Getriebegehäuse Charge Normabweichung Kernreparatur läuft,0,0,1,2,3,2,0,1,0,3,2,3,-1,10,-1,11,-1,-1
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation,2,0,6,23,18,-1,2,0,2,0,6,0,28,88,-1,67,-1,-1
Ausschuss Funktionstest an Zylinderkopf ¦ Ursache Kernschale Verschleiß Gießparameter optimiert,2,4,4,-1,-1,-1,2,1,2,3,2,3,-1,-1,-1,15,-1,12
Sandfeuchte HandlingSchaden außerhalb Toleranz Chargenanalyse C Si Schleifnacharbeit notwendig,1,1,5,18,14,4,1,0,1,0,5,6,2,-1,1,35,1,28
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß Schleifnacharbeit notwendig,2,2,2,22,17,10,2,1,3,3,3,1,-1,44,-1,38,-1,32
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,0,0,0,69,-1,41,36,24,30
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Chargenanalyse C Si Schleifnacharbeit notwendig,1,1,5,18,14,4,1,0,1,0,5,6,2,79,1,35,1,28
Röntgenprüfung zeigt Kaltlauf in Zone Sandausbruch,2,2,2,35,27,17,2,1,2,3,6,1,37,73,17,58,-1,45
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,62,43,28,0,0,0,1,0,5,69,55,41,45,24,34
Schmelzofen Holding Furnace TempAbweichung °C,2,2,2,9,1,1,2,2,3,4,3,4,15,3,7,3,6,2
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Normabweichung,0,0,0,52,38,24,0,0,4,1,0,0,48,101,26,76,19,53
Ausschuss Maßhaltigkeit an Radträger Ursache Sandbindermangel,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,92,-1,49,-1,38
Maßabweichung Kernschale Verschleiß Sandbindermangelmm vs Lunker±Kernschale Verschleißmm konform,0,3,3,51,37,23,0,0,4,1,4,5,-1,108,-1,66,-1,51
Bearbeitungsfehler Sandausbruch Sandausbruch Teil Gießparameter optimiert,0,4,4,37,21,13,0,1,0,3,2,3,-1,36,-1,15,-1,12
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Normabweichung,0,0,0,52,38,24,0,0,4,1,0,0,48,101,26,76,19,53
Spektralanalyse zeigt TiMangel Charge Verdacht Legierungsdrift,1,1,1,-1,-1,5,1,1,1,3,1,3,4,-1,-1,-1,2,4
Formdruckabweichung Lunker vs Sandausbruch Form Nacharbeit gemäß,0,3,3,41,30,18,0,0,4,1,4,5,74,93,43,71,28,54
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Gießparameter optimiert,0,4,4,32,21,13,0,1,4,3,4,3,74,20,43,20,28,18
Maßabweichung Sandausbruch Lunkermm vs HandlingSchaden±Sandbindermangelmm,0,3,3,51,37,23,0,0,4,1,4,5,45,107,24,80,17,60
Formdruckabweichung Lunker vs Sandausbruch Form Verdacht Formüberhitzung,0,3,3,41,30,18,0,0,4,1,4,5,76,93,44,71,28,54
Formdruckabweichung Kernschale Verschleiß vs HandlingSchaden Form,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,99,-1,72,-1,55
Ausschuss Materialfehler an Radträger Ursache Lunker,0,0,0,16,12,8,2,0,2,0,2,3,-1,17,-1,16,-1,13
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Verdacht Formüberhitzung,2,0,0,57,41,27,2,0,2,0,2,0,-1,74,-1,59,-1,37
Qualitätsabweichung Sandausbruch Kaltlauf Raueit Ra,0,0,0,-1,-1,-1,0,0,0,0,0,0,57,103,33,74,26,57
Sandausbruch an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,8,16,3,14,2,11
Röntgenprüfung zeigt Kokillenriss in Zone Lunker Normabweichung,2,2,2,-1,-1,-1,2,1,2,3,6,1,41,62,21,51,13,40
Bearbeitungsfehler Sandausbruch Sandbindermangel Teil Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,79,1,35,1,28
Spektralanalyse zeigt CuMangel Charge,1,1,1,13,9,5,1,1,1,3,1,1,21,11,10,10,2,10
Röntgenprüfung zeigt Gasporosität in Zone Kaltlauf,2,2,2,22,17,10,2,1,3,3,3,1,-1,44,-1,38,-1,32
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Prüfbericht Nacharbeit gemäß,2,0,6,23,18,-1,2,0,2,0,6,0,-1,88,-1,67,-1,-1
Legierungsabweichung Si Lunker vs Soll Sandbindermangel Verdacht Sandfeuchteabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,89,-1,68,28,35
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandausbruch,0,4,4,31,24,15,0,1,0,1,0,1,43,84,22,28,15,23
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf nicht konform,0,4,4,30,23,14,0,1,0,1,2,1,39,19,19,19,14,17
Qualitätsabweichung Lunker Kernschale Verschleiß Porosität,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,97,-1,73,-1,56
Bearbeitungsfehler Kaltlauf Lunker Teil Verdacht Formüberhitzung,0,0,0,24,19,11,0,0,2,0,2,0,-1,35,-1,31,-1,26
Maßabweichung Sandausbruch Kernschale Verschleißmm vs HandlingSchaden±Lunkermm Gießparameter optimiert,0,4,4,36,21,13,0,1,4,3,4,3,42,39,22,33,15,19
Härteprüfung Kernschale Verschleiß Sandbindermangel vs Kernschale Verschleiß Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,83,1,64,1,49
Kernbruch Ursache Kernschale Verschleiß,0,0,0,49,35,21,0,2,0,2,0,2,50,24,27,22,21,16
Kernbruch Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,0,0,0,49,35,21,0,2,0,2,0,2,71,24,37,22,24,16
Härteprüfung Kaltlauf HandlingSchaden vs HandlingSchaden ¦ Prüfbericht,0,3,3,-1,-1,-1,0,0,4,1,0,5,47,109,25,81,18,47
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung,0,0,0,52,38,24,0,0,0,1,0,0,36,101,-1,76,-1,53
Spektralanalyse zeigt MgMangel Charge,1,1,1,12,8,5,1,1,1,3,1,3,7,2,-1,2,2,-1
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Verdacht Legierungsdrift Gießparameter optimiert,0,4,4,-1,21,13,0,1,4,3,4,3,76,20,44,20,28,18
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,2,0,0,56,41,27,2,0,2,0,2,0,32,75,16,60,11,37
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Sandausbruch±HandlingSchadenmm Chargenanalyse C Si Kernreparatur läuft,1,1,5,-1,-1,4,1,0,1,0,5,6,2,40,1,34,1,27
Ausschuss Materialfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C Prüfbericht Nacharbeit gemäß,2,2,6,-1,-1,-1,2,0,3,0,3,3,-1,17,-1,16,-1,13
Bearbeitungsfehler Kernschale Verschleiß Sandbindermangel Teil nicht konform,0,0,0,54,40,26,0,0,0,0,0,0,48,-1,26,36,19,30
Maßabweichung Lunker Kernschale Verschleißmm vs Sandausbruch±Sandbindermangelmm,0,3,3,51,37,23,0,0,4,1,4,5,46,110,24,66,17,51
Qualitätsabweichung Sandausbruch Sandausbruch Raueit Ra Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,0,0,0,65,97,38,73,24,56
Schmelzofen Holding Furnace TempAbweichung °C Normabweichung,2,2,2,9,1,1,2,2,3,2,3,5,17,48,6,42,5,31
