Zeitstempel,Teilenummer,Kategorie,Kommentar,Schweregrad,Charge,Werk
2024-09-14T17:11:10,GX-14934,nachbearbeitung,Oberflächenrauheit Kernschale Verschleiß µm außerhalb Spezifikation | IATF-Konformität: konform | Kernreparatur läuft,1.0,CH-tMGA-9945,Gießerei Wolfsburg
2024-08-26T00:11:00,GX-99357,gussfehler,Kaltlauf an Getriebegehäuse (GX-99357) | Charge CH-IdTC-3645 | Kernreparatur läuft,2.0,CH-IdTC-3645,Gießerei Stuttgart
2025-02-15T12:04:23,GX-50895,formprozess,Sandfeuchte Lunker% außerhalb Toleranz (2.8-3.2%) | Schleifnacharbeit notwendig,1.0,CH-HHTU-1968,Gießerei Wolfsburg
2024-08-19T17:03:59,GX-09998,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kernschale Verschleiß (Verdacht: Sandfeuchteabweichung) | Gießparameter optimiert,1.0,CH-jhHG-7277,Gießerei Stuttgart
2024-07-01T04:20:08,GX-04324,schmelzprozess,Legierungsabweichung Si: Kernschale Verschleiß% vs. Soll Lunker% | Gießparameter optimiert,1.0,CH-xpeI-1986,Gießerei Leipzig
2025-02-02T19:40:40,GX-48022,nachbearbeitung,Maßabweichung Kaltlauf: Handling-Schadenmm vs. Lunker±Sandausbruchmm,1.0,CH-Ohkq-2075,Gießerei Leipzig
2024-09-19T12:48:31,GX-73961,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 660°C,1.0,CH-udPy-9514,Gießerei Stuttgart
2024-06-28T10:29:39,GX-24489,nachbearbeitung,Oberflächenrauheit Sandbindermangel µm außerhalb Spezifikation,3.0,CH-UDxF-0042,Gießerei Stuttgart
2024-11-25T10:01:13,GX-95284,formprozess,Kernbruch K-1532 | Ursache: Kernschale Verschleiß,2.0,CH-zCir-6094,Gießerei Leipzig
2024-05-30T04:54:34,GX-73916,schmelzprozess,Legierungsabweichung Mg: Lunker% vs. Soll Handling-Schaden%,1.0,CH-iQGb-5990,Gießerei Wolfsburg
2024-12-31T09:19:14,GX-42629,endpruefung,Röntgenprüfung zeigt Gasporosität in Zone Lunker (Verdacht: Formüberhitzung) | Nacharbeit gemäß VDA 6.3,3.0,CH-Xiee-0344,Gießerei Stuttgart
2025-02-01T09:49:48,GX-46765,formprozess,Formdruckabweichung Sandausbruch bar vs. Sandbindermangel bar ¦ Form FORM-qj83,1.0,CH-QvXf-1689,Gießerei Leipzig
2024-12-09T08:23:34,GX-12743,gussfehler,"Ausschuss Maßhaltigkeit an Zylinderkopf // Ursache: Gießtemp. zu niedrig (650°C < 720°C) // Chargenanalyse: C:3.2%, Si:2.1%",3.0,CH-KnfG-7273,Gießerei Wolfsburg
2024-09-10T15:43:28,GX-32791,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Sandausbruch | Teil GX-32791 | Normabweichung: ISO 8062,2.0,CH-zrAD-8069,Gießerei Leipzig
2024-05-17T14:05:28,GX-45142,gussfehler,Qualitätsabweichung Lunker: Handling-Schaden | Porosität: 0.7 mm² | IATF-Konformität: konform,2.0,CH-mNVa-3095,Gießerei Leipzig
2024-11-07T09:38:13,GX-65737,schmelzprozess,Spektralanalyse zeigt Si-Mangel | Charge CH-GBTU-9551 | Prüfbericht: PRF-91838,1.0,CH-GBTU-9551,Gießerei Leipzig
2025-02-04T11:44:32,GX-22788,schmelzprozess,Spektralanalyse zeigt Mg-Mangel ¦ Charge CH-mXJe-1921,1.0,CH-mXJe-1921,Gießerei Leipzig
2024-04-04T23:25:42,GX-40343,formprozess,Kernbruch K-1475 | Ursache: Sandbindermangel | Prüfbericht: PRF-65241,1.0,CH-UUkx-1005,Gießerei Wolfsburg
2024-06-30T03:59:21,GX-72020,nachbearbeitung,Maßabweichung Lunker: Handling-Schadenmm vs. Handling-Schaden±Sandausbruchmm,2.0,CH-gUpm-7085,Gießerei Leipzig
2024-07-12T21:12:12,GX-32937,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Lunker (Verdacht: Formüberhitzung) | Wärmenachbehandlung eingeleitet,2.0,CH-QofE-9745,Gießerei Stuttgart
2024-09-11T00:40:06,GX-98863,gussfehler,Ausschuss Oberflächenfehler an Radträger | Ursache: Kaltlauf,1.0,CH-sREH-9334,Gießerei Stuttgart
2024-04-28T01:55:48,GX-03690,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kernschale Verschleiß,1.0,CH-phbJ-1107,Gießerei Stuttgart
2024-11-23T00:35:52,GX-48645,formprozess,Kernbruch K-1351 | Ursache: Sandbindermangel | Nacharbeit gemäß VDA 6.3,1.0,CH-HYcC-4371,Gießerei Stuttgart
2024-12-11T16:54:02,GX-07837,nachbearbeitung,Maßabweichung Handling-Schaden: Sandbindermangelmm vs. Sandausbruch±Kernschale Verschleißmm (Verdacht: Sandfeuchteabweichung),2.0,CH-ScdV-6368,Gießerei Stuttgart
2025-01-05T06:12:47,GX-22974,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-xjTQ-6200 | IATF-Konformität: nicht konform,3.0,CH-xjTQ-6200,Gießerei Wolfsburg
2024-07-28T05:11:45,GX-18961,nachbearbeitung,Bearbeitungsfehler Sandausbruch: Handling-Schaden | Teil GX-18961 | Normabweichung: DIN 1681,2.0,CH-ccFq-8283,Gießerei Wolfsburg
2025-02-24T04:47:25,GX-05038,endpruefung,Dichtheitsprüfung Fehler: Kaltlauf mbar/min vs. max Kernschale Verschleiß,1.0,CH-jFjY-3612,Gießerei Stuttgart
2025-02-05T01:08:34,GX-41938,nachbearbeitung,Bearbeitungsfehler Sandbindermangel: Sandbindermangel | Teil GX-41938 | Normabweichung: DIN 1681 | Gießparameter optimiert,1.0,CH-btnO-2248,Gießerei Leipzig
2024-08-25T09:20:10,GX-10567,schmelzprozess,Legierungsabweichung Si: Sandausbruch% vs. Soll Kernschale Verschleiß% | IATF-Konformität: teilkonform | Schleifnacharbeit notwendig,2.0,CH-LKGA-5905,Gießerei Stuttgart
2024-11-08T05:08:47,GX-07416,formprozess,"Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | Chargenanalyse: C:3.2%, Si:2.1%",2.0,CH-lFVU-4697,Gießerei Stuttgart
2024-03-20T11:15:00,GX-12251,gussfehler,Ausschuss Oberflächenfehler an Zylinderkopf | Ursache: Kaltlauf,1.0,CH-oWoZ-4232,Gießerei Leipzig
2024-09-13T07:03:54,GX-05994,formprozess,Sandfeuchte Lunker% außerhalb Toleranz (2.8-3.2%) | IATF-Konformität: teilkonform,1.0,CH-oZEO-2766,Gießerei Wolfsburg
2024-10-13T01:51:55,GX-47721,gussfehler,Sandausbruch an Zylinderkopf (GX-47721) | Charge CH-KvdR-9774 | IATF-Konformität: teilkonform | Kernreparatur läuft,2.0,CH-KvdR-9774,Gießerei Stuttgart
2024-07-24T19:04:47,GX-46399,gussfehler,Qualitätsabweichung Handling-Schaden: Sandausbruch | Raueit Ra 4.5 µm,1.0,CH-mnjD-2290,Gießerei Stuttgart
2024-03-12T07:52:38,GX-41134,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Sandausbruch | IATF-Konformität: konform | Kernreparatur läuft,2.0,CH-XuBZ-2080,Gießerei Wolfsburg
2024-06-07T11:21:07,GX-73981,gussfehler,Kokillenriss an Zylinderkopf (GX-73981) | Charge CH-cRhj-8477 | IATF-Konformität: teilkonform | Schleifnacharbeit notwendig,2.0,CH-cRhj-8477,Gießerei Wolfsburg
2024-11-08T04:31:22,GX-61356,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Kaltlaufmm vs. Sandbindermangel±Sandbindermangelmm (Verdacht: Sandfeuchteabweichung),1.0,CH-tuLA-5556,Gießerei Wolfsburg
2024-09-19T11:44:02,GX-86664,,,,CH-eOTi-5235,Gießerei Stuttgart
2024-06-02T01:47:44,GX-12986,endpruefung,Dichtheitsprüfung Fehler: Lunker mbar/min vs. max Kernschale Verschleiß | Normabweichung: ISO 8062,1.0,CH-tYUd-4589,Gießerei Leipzig
2024-12-25T13:26:33,GX-59421,formprozess,Kernbruch K-1077 | Ursache: Sandbindermangel | Wärmenachbehandlung eingeleitet,1.0,CH-JkqD-8095,Gießerei Wolfsburg
2024-06-20T22:29:29,GX-67933,endpruefung,"Härteprüfung Kaltlauf: Sandbindermangel HV vs. Lunker | Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-lFox-5259,Gießerei Wolfsburg
2024-07-31T00:13:10,GX-13698,gussfehler,Qualitätsabweichung Handling-Schaden: Kernschale Verschleiß | Dickenmaß: 149.0 mm | Prüfbericht: PRF-31808,3.0,CH-TywF-2819,Gießerei Stuttgart
2024-06-30T16:23:59,GX-68079,formprozess,Sandfeuchte Handling-Schaden% außerhalb Toleranz (2.8-3.2%) | Schleifnacharbeit notwendig,2.0,CH-CIXs-1270,Gießerei Stuttgart
2024-03-15T07:26:39,GX-55313,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Lunker | Teil GX-55313 | Prüfbericht: PRF-17167 | Schleifnacharbeit notwendig,3.0,CH-MzcG-4417,Gießerei Leipzig
2024-04-05T19:19:32,GX-04125,,,,CH-BXCk-4577,Gießerei Wolfsburg
2024-08-17T15:46:58,GX-83597,nachbearbeitung,Maßabweichung Sandbindermangel: Lunkermm vs. Sandbindermangel±Sandbindermangelmm,1.0,CH-dYRn-6157,Gießerei Leipzig
2024-08-14T16:28:22,GX-88510,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 725°C | Wärmenachbehandlung eingeleitet,1.0,CH-Hnrm-6793,Gießerei Wolfsburg
2024-09-08T10:36:45,GX-86474,endpruefung,Röntgenprüfung zeigt Sandausbruch in Zone Sandbindermangel (Verdacht: Formüberhitzung) | Gießparameter optimiert,2.0,CH-YDZT-6782,Gießerei Leipzig
2024-09-26T19:27:20,GX-97177,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation | Schleifnacharbeit notwendig,2.0,UNBEKANNT,Gießerei Wolfsburg
2024-07-24T17:45:36,GX-51368,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 687°C (Verdacht: Legierungsdrift),1.0,CH-TARu-8941,Gießerei Wolfsburg
2024-10-30T14:48:48,GX-27694,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-QAxB-7453,3.0,CH-QAxB-7453,Gießerei Wolfsburg
2025-01-30T18:20:19,GX-04297,nachbearbeitung,Bearbeitungsfehler Kaltlauf: Lunker | Teil GX-04297 | Normabweichung: DIN 1681 | Gießparameter optimiert,2.0,CH-zaJn-4691,Gießerei Leipzig
2024-09-21T21:03:13,GX-32874,schmelzprozess,Legierungsabweichung Ti: Handling-Schaden% vs. Soll Handling-Schaden%,1.0,CH-yITk-2644,Gießerei Wolfsburg
2025-01-31T09:14:33,GX-95437,gussfehler,Qualitätsabweichung Sandbindermangel: Sandbindermangel | Dickenmaß: 112.1 mm | IATF-Konformität: konform,1.0,CH-boLS-8054,Gießerei Wolfsburg
2024-05-11T10:24:47,GX-44013,schmelzprozess,Spektralanalyse zeigt Mg-Mangel | Charge CH-yPAQ-9119 | IATF-Konformität: konform,1.0,CH-yPAQ-9119,Gießerei Stuttgart
2024-11-21T03:56:35,GX-69944,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | Wärmenachbehandlung eingeleitet,2.0,CH-Fdjn-3071,Gießerei Stuttgart
2024-07-15T02:46:18,GX-55527,endpruefung,"Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel | Chargenanalyse: Mg:0.4%, Ti:0.1% | Wärmenachbehandlung eingeleitet",2.0,CH-gOtk-9826,Gießerei Leipzig
2024-05-22T03:08:25,GX-29594,,,,CH-rfDm-0872,Gießerei Stuttgart
2024-10-20T15:46:47,GX-83973,formprozess,,1.0,CH-ZhWL-4455,Gießerei Leipzig
2024-05-31T11:39:30,GX-47765,gussfehler,Ausschuss Oberflächenfehler an Radträger | Ursache: Gießtemp. zu niedrig (650°C < 720°C) | Normabweichung: ISO 8062,1.0,CH-rOcA-2242,Gießerei Stuttgart
2024-07-29T20:06:59,GX-06561,endpruefung,,1.0,CH-QpcV-4201,Gießerei Wolfsburg
2024-11-18T23:49:29,GX-91061,endpruefung,Härteprüfung Lunker: Sandbindermangel HV vs. Handling-Schaden (Verdacht: Legierungsdrift) | Nacharbeit gemäß VDA 6.3,1.0,CH-MQVL-6265,Gießerei Wolfsburg
2025-01-13T11:09:12,GX-99950,gussfehler,Ausschuss Maßhaltigkeit an Getriebegehäuse | Ursache: Sandbindermangel,3.0,CH-VmLF-0405,Gießerei Wolfsburg
2024-10-29T08:55:09,GX-93538,gussfehler,Ausschuss Maßhaltigkeit an Radträger | Ursache: Sandbindermangel | Nacharbeit gemäß VDA 6.3,1.0,CH-phNZ-4308,Gießerei Stuttgart
2024-08-06T00:22:12,GX-70115,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 668°C | Prüfbericht: PRF-64694 | Schleifnacharbeit notwendig,1.0,CH-DwQD-7247,Gießerei Stuttgart
2024-05-02T19:12:36,GX-07315,nachbearbeitung,Maßabweichung Handling-Schaden: Sandausbruchmm vs. Kaltlauf±Kernschale Verschleißmm | Prüfbericht: PRF-01538,2.0,CH-vRnR-5840,Gießerei Wolfsburg
2024-06-29T15:57:14,GX-41540,gussfehler,Ausschuss Materialfehler an Radträger; Ursache: Gießtemp. zu niedrig (650°C < 720°C); Prüfbericht: PRF-74417,1.0,CH-BQBO-3432,Gießerei Stuttgart
2024-09-17T00:43:57,GX-53015,gussfehler,Qualitätsabweichung Sandbindermangel: Kernschale Verschleiß // Porosität: 1.6 mm²,2.0,CH-FBaN-5555,Gießerei Stuttgart
2024-06-03T20:36:35,GX-92188,endpruefung,Röntgenprüfung zeigt Lunker in Zone Sandausbruch (Verdacht: Formüberhitzung),2.0,CH-QXlL-5620,Gießerei Wolfsburg
2024-03-18T14:46:58,GX-21552,formprozess,Sandfeuchte Sandbindermangel% außerhalb Toleranz (2.8-3.2%) (Verdacht: Legierungsdrift),1.0,CH-NdQZ-2929,Gießerei Stuttgart
2024-05-23T15:55:09,GX-87587,nachbearbeitung,Oberflächenrauheit Kernschale Verschleiß µm außerhalb Spezifikation | Prüfbericht: PRF-02441,1.0,CH-mpNd-7665,Gießerei Wolfsburg
2024-08-24T19:39:58,GX-82013,nachbearbeitung,Maßabweichung Handling-Schaden: Kernschale Verschleißmm vs. Handling-Schaden±Lunkermm (Verdacht: Sandfeuchteabweichung) | Nacharbeit gemäß VDA 6.3,2.0,CH-qRKo-1464,Gießerei Stuttgart
2024-07-25T08:27:31,GX-47582,formprozess,Sandfeuchte Handling-Schaden% außerhalb Toleranz (2.8-3.2%) | Wärmenachbehandlung eingeleitet,1.0,CH-ocso-7704,Gießerei Leipzig
2024-05-10T07:34:11,GX-05000,endpruefung,Röntgenprüfung zeigt Gasporosität in Zone Sandbindermangel | IATF-Konformität: teilkonform | Gießparameter optimiert,1.0,CH-GDMm-5005,Gießerei Leipzig
2024-07-28T22:13:47,GX-90090,formprozess,Sandfeuchte Sandbindermangel% außerhalb Toleranz (2.8-3.2%) | Normabweichung: ISO 8062,1.0,CH-pJFX-4660,Gießerei Leipzig
2024-12-18T11:19:36,GX-05849,formprozess,Kernbruch K-1287 | Ursache: Sandbindermangel,1.0,CH-ZAmT-6702,Gießerei Leipzig
2024-10-05T20:32:17,GX-94636,endpruefung,Röntgenprüfung zeigt Sandausbruch in Zone Handling-Schaden | Wärmenachbehandlung eingeleitet,3.0,CH-YYNx-8240,Gießerei Stuttgart
2025-01-12T05:50:46,GX-91266,formprozess,"Sandfeuchte Handling-Schaden% außerhalb Toleranz (2.8-3.2%) | Chargenanalyse: C:3.2%, Si:2.1% | Nacharbeit gemäß VDA 6.3",1.0,CH-GGRH-2532,Gießerei Wolfsburg
2024-11-30T11:21:39,GX-01748,nachbearbeitung,"Oberflächenrauheit Lunker µm außerhalb Spezifikation // Chargenanalyse: Mg:0.4%, Ti:0.1%",1.0,CH-xzsc-1354,Gießerei Wolfsburg
2025-02-03T16:34:07,GX-09084,gussfehler,Qualitätsabweichung Sandausbruch: Handling-Schaden | Porosität: 2.4 mm²,2.0,CH-nRyt-2806,Gießerei Leipzig
2024-03-14T15:56:20,GX-34602,nachbearbeitung,Oberflächenrauheit Sandausbruch µm außerhalb Spezifikation; IATF-Konformität: nicht konform,2.0,CH-Smji-5987,Gießerei Stuttgart
2024-08-01T22:21:55,GX-87213,gussfehler,Kaltlauf an Radträger (GX-87213) | Charge CH-WrhJ-5620 (Verdacht: Formüberhitzung) | Kernreparatur läuft,2.0,UNBEKANNT,Gießerei Stuttgart
2024-10-04T13:51:51,GX-95769,schmelzprozess,Legierungsabweichung Mg: Handling-Schaden% vs. Soll Kernschale Verschleiß% | Kernreparatur läuft,1.0,CH-Miru-9606,Gießerei Leipzig
2024-07-20T03:43:31,GX-85578,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 679°C,2.0,CH-GubO-8976,Gießerei Wolfsburg
2025-01-30T03:17:12,GX-32072,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Sandausbruch | Prüfbericht: PRF-49421,1.0,CH-iLzG-8946,Gießerei Wolfsburg
2024-11-13T03:10:57,GX-54444,schmelzprozess,Spektralanalyse zeigt Mg-Mangel | Charge CH-LLqP-8566 | IATF-Konformität: teilkonform,1.0,CH-LLqP-8566,Gießerei Wolfsburg
2024-03-30T13:39:47,GX-35856,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Lunker | Teil GX-35856 | IATF-Konformität: nicht konform | Gießparameter optimiert,1.0,CH-JuZg-4712,Gießerei Stuttgart
2024-08-24T17:29:04,GX-27401,nachbearbeitung,Oberflächenrauheit Sandausbruch µm außerhalb Spezifikation | Kernreparatur läuft,1.0,CH-VjRQ-9475,Gießerei Stuttgart
2024-04-21T20:48:40,GX-35253,gussfehler,Kokillenriss an Radträger (GX-35253) | Charge CH-ONrD-1183,2.0,CH-ONrD-1183,Gießerei Leipzig
2024-12-09T21:11:15,GX-54082,schmelzprozess,Spektralanalyse zeigt Cu-Mangel // Charge CH-lVaH-6402 | Kernreparatur läuft,1.0,CH-lVaH-6402,Gießerei Stuttgart
2024-04-27T22:42:03,GX-53081,formprozess,Kernbruch K-1192 ¦ Ursache: Kernschale Verschleiß,1.0,UNBEKANNT,Gießerei Leipzig
2025-01-05T09:54:00,GX-49129,gussfehler,Gasporosität an Getriebegehäuse (GX-49129) | Charge CH-vxUm-2394 | Normabweichung: VDA 6.3 | Schleifnacharbeit notwendig,2.0,CH-vxUm-2394,Gießerei Leipzig
2025-02-16T04:05:48,GX-81248,schmelzprozess,"Schmelzofen Schmelzofen 1 Temp-Abweichung: 709°C; Chargenanalyse: Mg:0.4%, Ti:0.1%",1.0,CH-Bwjt-9074,Gießerei Stuttgart
2024-07-02T13:32:37,GX-14628,schmelzprozess,Spektralanalyse zeigt Cu-Mangel ¦ Charge CH-eOqy-1120 ¦ IATF-Konformität: konform,1.0,UNBEKANNT,Gießerei Wolfsburg
2024-09-05T21:36:33,GX-74940,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf | Normabweichung: VDA 6.3,2.0,CH-YEoA-9410,Gießerei Stuttgart
2024-04-24T21:12:34,GX-99035,schmelzprozess,Spektralanalyse zeigt Si-Mangel; Charge CH-zAwB-2559; Normabweichung: DIN 1681 | Nacharbeit gemäß VDA 6.3,1.0,CH-zAwB-2559,Gießerei Stuttgart
2024-12-23T15:59:15,GX-97469,,,,CH-pfwQ-8838,Gießerei Wolfsburg
2024-05-17T12:57:54,GX-38315,nachbearbeitung,Bearbeitungsfehler Lunker: Sandbindermangel | Teil GX-38315,2.0,CH-vMsX-3400,Gießerei Leipzig
2024-03-12T17:00:08,GX-28409,endpruefung,Dichtheitsprüfung Fehler: Kaltlauf mbar/min vs. max Kaltlauf,2.0,CH-RoFj-3750,Gießerei Stuttgart
2024-11-30T20:30:09,GX-54787,schmelzprozess,Spektralanalyse zeigt Cu-Mangel // Charge CH-ttcr-7961,1.0,CH-ttcr-7961,Gießerei Stuttgart
2024-07-09T00:01:50,GX-29207,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation | Schleifnacharbeit notwendig,2.0,CH-DobT-1751,Gießerei Wolfsburg
2024-10-23T21:54:18,GX-87327,endpruefung,Härteprüfung Sandausbruch: Sandausbruch HV vs. Handling-Schaden,1.0,CH-SFrO-4863,Gießerei Leipzig
2024-11-21T02:54:48,GX-30115,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 690°C,3.0,CH-Yeow-2526,Gießerei Wolfsburg
2025-03-05T00:23:11,GX-40332,nachbearbeitung,,1.0,CH-JUpH-1986,Gießerei Leipzig
2024-05-28T22:41:01,GX-47621,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-YuEa-2516 (Verdacht: Formüberhitzung) | Kernreparatur läuft,1.0,CH-YuEa-2516,Gießerei Stuttgart
2024-07-11T12:10:20,GX-49120,gussfehler,Qualitätsabweichung Kaltlauf: Sandbindermangel | Raueit Ra 4.7 µm,1.0,CH-rncE-3316,Gießerei Leipzig
2024-03-20T09:41:02,GX-73693,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 650°C | Schleifnacharbeit notwendig,1.0,CH-pxSi-8524,Gießerei Stuttgart
2024-05-12T00:58:06,GX-61760,endpruefung,Röntgenprüfung zeigt Lunker in Zone Sandbindermangel,1.0,CH-UZnL-5249,Gießerei Leipzig
2025-01-30T05:48:43,GX-14666,nachbearbeitung,Maßabweichung Handling-Schaden: Sandausbruchmm vs. Kernschale Verschleiß±Kaltlaufmm | Normabweichung: VDA 6.3,1.0,CH-KXCx-2600,Gießerei Leipzig
2024-07-16T07:11:20,GX-76632,formprozess,Kernbruch K-1670 | Ursache: Sandbindermangel (Verdacht: Sandfeuchteabweichung) | Kernreparatur läuft,2.0,CH-uxBa-9438,Gießerei Stuttgart
2024-12-18T15:58:09,GX-57324,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-qtap-1071 | Nacharbeit gemäß VDA 6.3,3.0,CH-qtap-1071,Gießerei Leipzig
2024-05-07T17:11:40,GX-77858,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel | Normabweichung: ISO 8062 | Wärmenachbehandlung eingeleitet,2.0,CH-LVYp-4608,Gießerei Stuttgart
2024-09-12T03:55:22,GX-24914,gussfehler,Ausschuss Oberflächenfehler an Radträger | Ursache: Gießtemp. zu niedrig (650°C < 720°C) | Normabweichung: DIN 1681,1.0,CH-Spkp-0796,Gießerei Wolfsburg
2025-01-24T01:26:16,GX-72297,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation | Kernreparatur läuft,3.0,CH-DyRe-2810,Gießerei Wolfsburg
2024-12-16T01:36:30,GX-11935,gussfehler,Ausschuss Maßhaltigkeit an Radträger | Ursache: Gießtemp. zu niedrig (650°C < 720°C) (Verdacht: Sandfeuchteabweichung) | Kernreparatur läuft,2.0,CH-fpck-5717,Gießerei Stuttgart
2024-08-19T04:49:28,GX-44363,endpruefung,Härteprüfung Sandbindermangel: Kaltlauf HV vs. Handling-Schaden,1.0,CH-Swtq-8266,Gießerei Stuttgart
2024-04-08T04:23:07,GX-93073,endpruefung,Dichtheitsprüfung Fehler: Lunker mbar/min vs. max Handling-Schaden,2.0,CH-OFra-6917,Gießerei Leipzig
2025-02-09T01:25:26,GX-26425,formprozess,Formdruckabweichung Kaltlauf bar vs. Kernschale Verschleiß bar | Form FORM-AQ54 | Gießparameter optimiert,2.0,CH-XgAJ-4855,Gießerei Stuttgart
2024-09-20T02:48:40,GX-05409,gussfehler,Kaltlauf an Getriebegehäuse (GX-05409) | Charge CH-GpFI-5390,1.0,CH-GpFI-5390,Gießerei Wolfsburg
2025-03-03T00:51:56,GX-25578,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Sandausbruch | IATF-Konformität: teilkonform,1.0,CH-TytX-7440,Gießerei Leipzig
2025-02-24T15:12:18,GX-32080,endpruefung,Härteprüfung Sandbindermangel: Sandausbruch HV vs. Sandausbruch | Prüfbericht: PRF-92197 | Wärmenachbehandlung eingeleitet,3.0,CH-XIrK-3091,Gießerei Leipzig
2024-10-27T14:42:27,GX-07740,schmelzprozess,Legierungsabweichung Ti: Kernschale Verschleiß% vs. Soll Kernschale Verschleiß% (Verdacht: Sandfeuchteabweichung) | Schleifnacharbeit notwendig,1.0,CH-BISh-2685,Gießerei Leipzig
2024-12-29T22:10:50,GX-06053,gussfehler,Sandausbruch an Zylinderkopf (GX-06053) | Charge CH-VBwF-3672 | Wärmenachbehandlung eingeleitet,2.0,CH-VBwF-3672,Gießerei Stuttgart
2024-09-21T08:46:54,GX-63160,gussfehler,Gasporosität an Radträger (GX-63160) | Charge CH-NOFQ-9275 | Nacharbeit gemäß VDA 6.3,3.0,CH-NOFQ-9275,Gießerei Leipzig
2024-03-27T07:35:22,GX-92401,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | Gießparameter optimiert,1.0,CH-zUAo-8930,Gießerei Wolfsburg
2025-02-08T23:04:51,GX-40669,gussfehler,Kaltlauf an Getriebegehäuse (GX-40669) | Charge CH-UMAA-6474 | Prüfbericht: PRF-40627,1.0,CH-UMAA-6474,Gießerei Leipzig
2024-10-17T04:44:57,GX-45346,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Sandausbruch bar // Form FORM-KG25 | Schleifnacharbeit notwendig,1.0,CH-FbSZ-6217,Gießerei Wolfsburg
2024-05-04T22:06:57,GX-78176,nachbearbeitung,Maßabweichung Handling-Schaden: Kaltlaufmm vs. Kernschale Verschleiß±Handling-Schadenmm,2.0,CH-ERzd-1737,Gießerei Leipzig
2024-06-27T02:19:29,GX-22077,schmelzprozess,Spektralanalyse zeigt Mg-Mangel | Charge CH-epDw-3916 (Verdacht: Sandfeuchteabweichung) | Gießparameter optimiert,2.0,CH-epDw-3916,Gießerei Leipzig
2024-10-19T21:56:43,GX-57267,endpruefung,Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch | IATF-Konformität: teilkonform,3.0,CH-ZTkh-2729,Gießerei Wolfsburg
2024-06-21T07:31:38,GX-78009,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-qOTE-7420 (Verdacht: Legierungsdrift),1.0,CH-qOTE-7420,Gießerei Wolfsburg
2024-05-28T06:12:47,GX-50700,schmelzprozess,"Spektralanalyse zeigt Ti-Mangel ¦ Charge CH-paXV-8057 ¦ Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-paXV-8057,Gießerei Leipzig
2024-07-07T00:49:31,GX-73274,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Sandbindermangel bar | Form FORM-dV64,2.0,CH-UTyi-4301,Gießerei Wolfsburg
2025-03-06T17:31:49,GX-97233,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Sandbindermangel | Dickenmaß: 120.4 mm,3.0,CH-QjtH-0458,Gießerei Stuttgart
2024-04-17T14:07:28,GX-63521,formprozess,Formdruckabweichung Handling-Schaden bar vs. Lunker bar // Form FORM-ED57 // IATF-Konformität: nicht konform | Schleifnacharbeit notwendig,1.0,CH-XcGq-5458,Gießerei Stuttgart
2024-08-23T13:44:17,GX-21546,endpruefung,Härteprüfung Sandbindermangel: Handling-Schaden HV vs. Kaltlauf | Nacharbeit gemäß VDA 6.3,2.0,CH-wgoA-0302,Gießerei Leipzig
